Thu Jul  4 11:44:17 2013, (0 clock):	Start log file
Thu Jul  4 11:44:17 2013, (0 clock):	Parameters loaded.
Thu Jul  4 11:44:17 2013, (0 clock):	controls:
  fixedElevationChange: 2
  bounds:
    - 200
    - 0
objective:
  types:
    - TEE
    - SH
  drainedAreaThreshold: 4
state:
  cell:
    area: 1
    length: 1000
    width: 1000
  dimensions:
    - 51
    - 51
  initial:
    filename: demRect.data
    sourceType: PYRAMID
constrain:
  massConstrainEnabled: true
  massVariationTolerance: 0.01
hydrologicalParameters:
  rainfallExcess: 10
  runoffCoeff: 1
interpolator:
  parameters:
    - 3
    - 15
    - 2
  type: IDW
Thu Jul  4 11:44:17 2013, (20000 clock):	Base DEM: TEE = 9.78317e+06, SH = 0, 
Thu Jul  4 11:44:28 2013, (9650000 clock):	1000 evaluated; 0 wrong controls; 1000 violate mass constrain.
Thu Jul  4 22:14:29 2013, (37078890000 clock):	1556000 evaluated; 0 wrong controls; 478907 violate mass constrain.
Thu Jul  4 22:14:59 2013, (37107530000 clock):	1557000 evaluated; 0 wrong controls; 478994 violate mass constrain.
Thu Jul  4 22:15:27 2013, (37135570000 clock):	1558000 evaluated; 0 wrong controls; 479077 violate mass constrain.
Thu Jul  4 22:15:57 2013, (37164480000 clock):	1559000 evaluated; 0 wrong controls; 479170 violate mass constrain.
Thu Jul  4 22:16:27 2013, (37193630000 clock):	1560000 evaluated; 0 wrong controls; 479243 violate mass constrain.
Thu Jul  4 22:16:41 2013, (37207440000 clock):	1561000 evaluated; 0 wrong controls; 480027 violate mass constrain.
Thu Jul  4 22:16:54 2013, (37219740000 clock):	1562000 evaluated; 0 wrong controls; 480867 violate mass constrain.
Thu Jul  4 22:17:19 2013, (37244090000 clock):	1563000 evaluated; 0 wrong controls; 481149 violate mass constrain.
Thu Jul  4 22:17:46 2013, (37270900000 clock):	1564000 evaluated; 0 wrong controls; 481324 violate mass constrain.
Thu Jul  4 22:18:13 2013, (37297730000 clock):	1565000 evaluated; 0 wrong controls; 481474 violate mass constrain.
Thu Jul  4 22:18:41 2013, (37325140000 clock):	1566000 evaluated; 0 wrong controls; 481602 violate mass constrain.
Thu Jul  4 22:19:09 2013, (37352370000 clock):	1567000 evaluated; 0 wrong controls; 481748 violate mass constrain.
Thu Jul  4 22:19:37 2013, (37380210000 clock):	1568000 evaluated; 0 wrong controls; 481862 violate mass constrain.
Thu Jul  4 22:20:06 2013, (37408210000 clock):	1569000 evaluated; 0 wrong controls; 481975 violate mass constrain.
Thu Jul  4 22:20:35 2013, (37437070000 clock):	1570000 evaluated; 0 wrong controls; 482065 violate mass constrain.
Thu Jul  4 22:20:51 2013, (37452280000 clock):	1571000 evaluated; 0 wrong controls; 482773 violate mass constrain.
Thu Jul  4 22:21:02 2013, (37462360000 clock):	1572000 evaluated; 0 wrong controls; 483717 violate mass constrain.
Thu Jul  4 22:21:26 2013, (37486280000 clock):	1573000 evaluated; 0 wrong controls; 484012 violate mass constrain.
Thu Jul  4 22:21:52 2013, (37512050000 clock):	1574000 evaluated; 0 wrong controls; 484232 violate mass constrain.
Thu Jul  4 22:22:20 2013, (37539360000 clock):	1575000 evaluated; 0 wrong controls; 484380 violate mass constrain.
Thu Jul  4 22:22:49 2013, (37567650000 clock):	1576000 evaluated; 0 wrong controls; 484490 violate mass constrain.
Thu Jul  4 22:23:19 2013, (37596710000 clock):	1577000 evaluated; 0 wrong controls; 484589 violate mass constrain.
Thu Jul  4 22:23:47 2013, (37624520000 clock):	1578000 evaluated; 0 wrong controls; 484697 violate mass constrain.
Thu Jul  4 22:24:17 2013, (37653340000 clock):	1579000 evaluated; 0 wrong controls; 484776 violate mass constrain.
Thu Jul  4 22:24:46 2013, (37681760000 clock):	1580000 evaluated; 0 wrong controls; 484870 violate mass constrain.
Thu Jul  4 22:25:03 2013, (37699170000 clock):	1581000 evaluated; 0 wrong controls; 485474 violate mass constrain.
Thu Jul  4 22:25:13 2013, (37708060000 clock):	1582000 evaluated; 0 wrong controls; 486472 violate mass constrain.
Thu Jul  4 22:25:32 2013, (37726560000 clock):	1583000 evaluated; 0 wrong controls; 487040 violate mass constrain.
Thu Jul  4 22:25:58 2013, (37752610000 clock):	1584000 evaluated; 0 wrong controls; 487265 violate mass constrain.
Thu Jul  4 22:26:27 2013, (37780910000 clock):	1585000 evaluated; 0 wrong controls; 487369 violate mass constrain.
Thu Jul  4 22:26:55 2013, (37808510000 clock):	1586000 evaluated; 0 wrong controls; 487471 violate mass constrain.
Thu Jul  4 22:27:25 2013, (37838170000 clock):	1587000 evaluated; 0 wrong controls; 487560 violate mass constrain.
Thu Jul  4 22:27:55 2013, (37866880000 clock):	1588000 evaluated; 0 wrong controls; 487652 violate mass constrain.
Thu Jul  4 22:28:24 2013, (37895440000 clock):	1589000 evaluated; 0 wrong controls; 487736 violate mass constrain.
Thu Jul  4 22:28:52 2013, (37923510000 clock):	1590000 evaluated; 0 wrong controls; 487827 violate mass constrain.
Thu Jul  4 22:29:13 2013, (37943150000 clock):	1591000 evaluated; 0 wrong controls; 488339 violate mass constrain.
Thu Jul  4 22:29:22 2013, (37952650000 clock):	1592000 evaluated; 0 wrong controls; 489333 violate mass constrain.
Thu Jul  4 22:29:44 2013, (37974030000 clock):	1593000 evaluated; 0 wrong controls; 489780 violate mass constrain.
Thu Jul  4 22:30:12 2013, (38000970000 clock):	1594000 evaluated; 0 wrong controls; 489971 violate mass constrain.
Thu Jul  4 22:30:40 2013, (38028440000 clock):	1595000 evaluated; 0 wrong controls; 490125 violate mass constrain.
Thu Jul  4 22:31:08 2013, (38056200000 clock):	1596000 evaluated; 0 wrong controls; 490238 violate mass constrain.
Thu Jul  4 22:31:37 2013, (38084580000 clock):	1597000 evaluated; 0 wrong controls; 490344 violate mass constrain.
Thu Jul  4 22:32:06 2013, (38113110000 clock):	1598000 evaluated; 0 wrong controls; 490436 violate mass constrain.
Thu Jul  4 22:32:35 2013, (38141460000 clock):	1599000 evaluated; 0 wrong controls; 490534 violate mass constrain.
Thu Jul  4 22:33:04 2013, (38170330000 clock):	1600000 evaluated; 0 wrong controls; 490627 violate mass constrain.
Thu Jul  4 22:33:27 2013, (38192270000 clock):	1601000 evaluated; 0 wrong controls; 491054 violate mass constrain.
Thu Jul  4 22:33:37 2013, (38201350000 clock):	1602000 evaluated; 0 wrong controls; 492053 violate mass constrain.
Thu Jul  4 22:33:56 2013, (38220870000 clock):	1603000 evaluated; 0 wrong controls; 492579 violate mass constrain.
Thu Jul  4 22:34:23 2013, (38246480000 clock):	1604000 evaluated; 0 wrong controls; 492795 violate mass constrain.
Thu Jul  4 22:34:49 2013, (38272240000 clock):	1605000 evaluated; 0 wrong controls; 492974 violate mass constrain.
Thu Jul  4 22:35:17 2013, (38299660000 clock):	1606000 evaluated; 0 wrong controls; 493117 violate mass constrain.
Thu Jul  4 22:35:46 2013, (38328500000 clock):	1607000 evaluated; 0 wrong controls; 493250 violate mass constrain.
Thu Jul  4 22:36:16 2013, (38357210000 clock):	1608000 evaluated; 0 wrong controls; 493385 violate mass constrain.
Thu Jul  4 22:36:43 2013, (38384100000 clock):	1609000 evaluated; 0 wrong controls; 493525 violate mass constrain.
Thu Jul  4 22:37:12 2013, (38412540000 clock):	1610000 evaluated; 0 wrong controls; 493641 violate mass constrain.
Thu Jul  4 22:37:36 2013, (38435680000 clock):	1611000 evaluated; 0 wrong controls; 493994 violate mass constrain.
Thu Jul  4 22:37:45 2013, (38444710000 clock):	1612000 evaluated; 0 wrong controls; 494992 violate mass constrain.
Thu Jul  4 22:38:06 2013, (38465500000 clock):	1613000 evaluated; 0 wrong controls; 495449 violate mass constrain.
Thu Jul  4 22:38:34 2013, (38492220000 clock):	1614000 evaluated; 0 wrong controls; 495646 violate mass constrain.
Thu Jul  4 22:39:02 2013, (38519470000 clock):	1615000 evaluated; 0 wrong controls; 495794 violate mass constrain.
Thu Jul  4 22:39:30 2013, (38546960000 clock):	1616000 evaluated; 0 wrong controls; 495947 violate mass constrain.
Thu Jul  4 22:39:58 2013, (38574550000 clock):	1617000 evaluated; 0 wrong controls; 496072 violate mass constrain.
Thu Jul  4 22:40:26 2013, (38602510000 clock):	1618000 evaluated; 0 wrong controls; 496187 violate mass constrain.
Thu Jul  4 22:40:55 2013, (38631010000 clock):	1619000 evaluated; 0 wrong controls; 496288 violate mass constrain.
Thu Jul  4 22:41:24 2013, (38659290000 clock):	1620000 evaluated; 0 wrong controls; 496379 violate mass constrain.
Thu Jul  4 22:41:51 2013, (38685310000 clock):	1621000 evaluated; 0 wrong controls; 496626 violate mass constrain.
Thu Jul  4 22:42:00 2013, (38694250000 clock):	1622000 evaluated; 0 wrong controls; 497625 violate mass constrain.
Thu Jul  4 22:42:17 2013, (38710440000 clock):	1623000 evaluated; 0 wrong controls; 498300 violate mass constrain.
Thu Jul  4 22:42:44 2013, (38737070000 clock):	1624000 evaluated; 0 wrong controls; 498503 violate mass constrain.
Thu Jul  4 22:43:12 2013, (38764730000 clock):	1625000 evaluated; 0 wrong controls; 498661 violate mass constrain.
Thu Jul  4 22:43:40 2013, (38791860000 clock):	1626000 evaluated; 0 wrong controls; 498790 violate mass constrain.
Thu Jul  4 22:44:08 2013, (38819500000 clock):	1627000 evaluated; 0 wrong controls; 498922 violate mass constrain.
Thu Jul  4 22:44:36 2013, (38846860000 clock):	1628000 evaluated; 0 wrong controls; 499033 violate mass constrain.
Thu Jul  4 22:45:04 2013, (38873860000 clock):	1629000 evaluated; 0 wrong controls; 499156 violate mass constrain.
Thu Jul  4 22:45:33 2013, (38903050000 clock):	1630000 evaluated; 0 wrong controls; 499263 violate mass constrain.
Thu Jul  4 22:46:01 2013, (38930570000 clock):	1631000 evaluated; 0 wrong controls; 499439 violate mass constrain.
Thu Jul  4 22:46:11 2013, (38939280000 clock):	1632000 evaluated; 0 wrong controls; 500439 violate mass constrain.
Thu Jul  4 22:46:24 2013, (38951840000 clock):	1633000 evaluated; 0 wrong controls; 501259 violate mass constrain.
Thu Jul  4 22:46:47 2013, (38975110000 clock):	1634000 evaluated; 0 wrong controls; 501586 violate mass constrain.
Thu Jul  4 22:47:14 2013, (39000930000 clock):	1635000 evaluated; 0 wrong controls; 501769 violate mass constrain.
Thu Jul  4 22:47:41 2013, (39028010000 clock):	1636000 evaluated; 0 wrong controls; 501932 violate mass constrain.
Thu Jul  4 22:48:11 2013, (39056740000 clock):	1637000 evaluated; 0 wrong controls; 502038 violate mass constrain.
Thu Jul  4 22:48:40 2013, (39084950000 clock):	1638000 evaluated; 0 wrong controls; 502137 violate mass constrain.
Thu Jul  4 22:49:08 2013, (39112440000 clock):	1639000 evaluated; 0 wrong controls; 502241 violate mass constrain.
Thu Jul  4 22:49:37 2013, (39140960000 clock):	1640000 evaluated; 0 wrong controls; 502342 violate mass constrain.
Thu Jul  4 22:50:05 2013, (39169090000 clock):	1641000 evaluated; 0 wrong controls; 502461 violate mass constrain.
Thu Jul  4 22:50:15 2013, (39178630000 clock):	1642000 evaluated; 0 wrong controls; 503435 violate mass constrain.
Thu Jul  4 22:50:31 2013, (39194060000 clock):	1643000 evaluated; 0 wrong controls; 504141 violate mass constrain.
Thu Jul  4 22:50:57 2013, (39219740000 clock):	1644000 evaluated; 0 wrong controls; 504358 violate mass constrain.
Thu Jul  4 22:51:24 2013, (39245400000 clock):	1645000 evaluated; 0 wrong controls; 504559 violate mass constrain.
Thu Jul  4 22:51:51 2013, (39271670000 clock):	1646000 evaluated; 0 wrong controls; 504715 violate mass constrain.
Thu Jul  4 22:52:17 2013, (39297900000 clock):	1647000 evaluated; 0 wrong controls; 504878 violate mass constrain.
Thu Jul  4 22:52:47 2013, (39326450000 clock):	1648000 evaluated; 0 wrong controls; 504998 violate mass constrain.
Thu Jul  4 22:53:16 2013, (39355650000 clock):	1649000 evaluated; 0 wrong controls; 505098 violate mass constrain.
Thu Jul  4 22:53:46 2013, (39384730000 clock):	1650000 evaluated; 0 wrong controls; 505191 violate mass constrain.
Thu Jul  4 22:54:14 2013, (39412330000 clock):	1651000 evaluated; 0 wrong controls; 505299 violate mass constrain.
Thu Jul  4 22:54:26 2013, (39423760000 clock):	1652000 evaluated; 0 wrong controls; 506182 violate mass constrain.
Thu Jul  4 22:54:38 2013, (39434620000 clock):	1653000 evaluated; 0 wrong controls; 507083 violate mass constrain.
Thu Jul  4 22:55:03 2013, (39459240000 clock):	1654000 evaluated; 0 wrong controls; 507336 violate mass constrain.
Thu Jul  4 22:55:30 2013, (39486590000 clock):	1655000 evaluated; 0 wrong controls; 507488 violate mass constrain.
Thu Jul  4 22:55:58 2013, (39513980000 clock):	1656000 evaluated; 0 wrong controls; 507628 violate mass constrain.
Thu Jul  4 22:56:26 2013, (39541250000 clock):	1657000 evaluated; 0 wrong controls; 507762 violate mass constrain.
Thu Jul  4 22:56:55 2013, (39569160000 clock):	1658000 evaluated; 0 wrong controls; 507868 violate mass constrain.
Thu Jul  4 22:57:24 2013, (39597620000 clock):	1659000 evaluated; 0 wrong controls; 507972 violate mass constrain.
Thu Jul  4 22:57:56 2013, (39629110000 clock):	1660000 evaluated; 0 wrong controls; 508054 violate mass constrain.
Thu Jul  4 22:58:25 2013, (39657710000 clock):	1661000 evaluated; 0 wrong controls; 508134 violate mass constrain.
Thu Jul  4 22:58:39 2013, (39670870000 clock):	1662000 evaluated; 0 wrong controls; 508931 violate mass constrain.
Thu Jul  4 22:58:50 2013, (39681950000 clock):	1663000 evaluated; 0 wrong controls; 509830 violate mass constrain.
Thu Jul  4 22:59:17 2013, (39708240000 clock):	1664000 evaluated; 0 wrong controls; 510045 violate mass constrain.
Thu Jul  4 22:59:44 2013, (39734940000 clock):	1665000 evaluated; 0 wrong controls; 510212 violate mass constrain.
Thu Jul  4 23:00:12 2013, (39762460000 clock):	1666000 evaluated; 0 wrong controls; 510351 violate mass constrain.
Thu Jul  4 23:00:41 2013, (39790930000 clock):	1667000 evaluated; 0 wrong controls; 510452 violate mass constrain.
Thu Jul  4 23:01:11 2013, (39819690000 clock):	1668000 evaluated; 0 wrong controls; 510540 violate mass constrain.
Thu Jul  4 23:01:39 2013, (39847560000 clock):	1669000 evaluated; 0 wrong controls; 510642 violate mass constrain.
Thu Jul  4 23:02:08 2013, (39875650000 clock):	1670000 evaluated; 0 wrong controls; 510734 violate mass constrain.
Thu Jul  4 23:02:37 2013, (39904010000 clock):	1671000 evaluated; 0 wrong controls; 510822 violate mass constrain.
Thu Jul  4 23:02:52 2013, (39918910000 clock):	1672000 evaluated; 0 wrong controls; 511521 violate mass constrain.
Thu Jul  4 23:03:02 2013, (39928770000 clock):	1673000 evaluated; 0 wrong controls; 512468 violate mass constrain.
Thu Jul  4 23:03:27 2013, (39952670000 clock):	1674000 evaluated; 0 wrong controls; 512776 violate mass constrain.
Thu Jul  4 23:03:54 2013, (39979090000 clock):	1675000 evaluated; 0 wrong controls; 512918 violate mass constrain.
Thu Jul  4 23:04:21 2013, (40006360000 clock):	1676000 evaluated; 0 wrong controls; 513030 violate mass constrain.
Thu Jul  4 23:04:49 2013, (40033880000 clock):	1677000 evaluated; 0 wrong controls; 513124 violate mass constrain.
Thu Jul  4 23:05:18 2013, (40062230000 clock):	1678000 evaluated; 0 wrong controls; 513224 violate mass constrain.
Thu Jul  4 23:05:47 2013, (40090620000 clock):	1679000 evaluated; 0 wrong controls; 513312 violate mass constrain.
Thu Jul  4 23:06:16 2013, (40118830000 clock):	1680000 evaluated; 0 wrong controls; 513380 violate mass constrain.
Thu Jul  4 23:06:47 2013, (40148930000 clock):	1681000 evaluated; 0 wrong controls; 513451 violate mass constrain.
Thu Jul  4 23:07:04 2013, (40165930000 clock):	1682000 evaluated; 0 wrong controls; 514056 violate mass constrain.
Thu Jul  4 23:07:14 2013, (40175130000 clock):	1683000 evaluated; 0 wrong controls; 515035 violate mass constrain.
Thu Jul  4 23:07:38 2013, (40198480000 clock):	1684000 evaluated; 0 wrong controls; 515339 violate mass constrain.
Thu Jul  4 23:08:03 2013, (40223650000 clock):	1685000 evaluated; 0 wrong controls; 515549 violate mass constrain.
Thu Jul  4 23:08:31 2013, (40250680000 clock):	1686000 evaluated; 0 wrong controls; 515683 violate mass constrain.
Thu Jul  4 23:08:59 2013, (40278640000 clock):	1687000 evaluated; 0 wrong controls; 515816 violate mass constrain.
Thu Jul  4 23:09:27 2013, (40305590000 clock):	1688000 evaluated; 0 wrong controls; 515947 violate mass constrain.
Thu Jul  4 23:09:55 2013, (40332770000 clock):	1689000 evaluated; 0 wrong controls; 516046 violate mass constrain.
Thu Jul  4 23:10:24 2013, (40361280000 clock):	1690000 evaluated; 0 wrong controls; 516130 violate mass constrain.
Thu Jul  4 23:10:52 2013, (40388880000 clock):	1691000 evaluated; 0 wrong controls; 516221 violate mass constrain.
Thu Jul  4 23:11:12 2013, (40408150000 clock):	1692000 evaluated; 0 wrong controls; 516743 violate mass constrain.
Thu Jul  4 23:11:22 2013, (40417600000 clock):	1693000 evaluated; 0 wrong controls; 517735 violate mass constrain.
Thu Jul  4 23:11:44 2013, (40439330000 clock):	1694000 evaluated; 0 wrong controls; 518139 violate mass constrain.
Thu Jul  4 23:12:10 2013, (40465210000 clock):	1695000 evaluated; 0 wrong controls; 518310 violate mass constrain.
Thu Jul  4 23:12:41 2013, (40495210000 clock):	1696000 evaluated; 0 wrong controls; 518418 violate mass constrain.
Thu Jul  4 23:13:10 2013, (40524290000 clock):	1697000 evaluated; 0 wrong controls; 518499 violate mass constrain.
Thu Jul  4 23:13:40 2013, (40553010000 clock):	1698000 evaluated; 0 wrong controls; 518598 violate mass constrain.
Thu Jul  4 23:14:08 2013, (40580700000 clock):	1699000 evaluated; 0 wrong controls; 518682 violate mass constrain.
Thu Jul  4 23:14:38 2013, (40609980000 clock):	1700000 evaluated; 0 wrong controls; 518773 violate mass constrain.
Thu Jul  4 23:15:06 2013, (40637700000 clock):	1701000 evaluated; 0 wrong controls; 518841 violate mass constrain.
Thu Jul  4 23:15:29 2013, (40659720000 clock):	1702000 evaluated; 0 wrong controls; 519275 violate mass constrain.
Thu Jul  4 23:15:39 2013, (40669010000 clock):	1703000 evaluated; 0 wrong controls; 520266 violate mass constrain.
Thu Jul  4 23:16:02 2013, (40691610000 clock):	1704000 evaluated; 0 wrong controls; 520656 violate mass constrain.
Thu Jul  4 23:16:30 2013, (40719160000 clock):	1705000 evaluated; 0 wrong controls; 520820 violate mass constrain.
Thu Jul  4 23:17:00 2013, (40749010000 clock):	1706000 evaluated; 0 wrong controls; 520948 violate mass constrain.
Thu Jul  4 23:17:29 2013, (40777840000 clock):	1707000 evaluated; 0 wrong controls; 521044 violate mass constrain.
Thu Jul  4 23:18:02 2013, (40809970000 clock):	1708000 evaluated; 0 wrong controls; 521156 violate mass constrain.
Thu Jul  4 23:18:36 2013, (40843030000 clock):	1709000 evaluated; 0 wrong controls; 521251 violate mass constrain.
Thu Jul  4 23:19:06 2013, (40872520000 clock):	1710000 evaluated; 0 wrong controls; 521339 violate mass constrain.
Thu Jul  4 23:19:39 2013, (40905170000 clock):	1711000 evaluated; 0 wrong controls; 521408 violate mass constrain.
Thu Jul  4 23:20:07 2013, (40931680000 clock):	1712000 evaluated; 0 wrong controls; 521744 violate mass constrain.
Thu Jul  4 23:20:17 2013, (40941240000 clock):	1713000 evaluated; 0 wrong controls; 522744 violate mass constrain.
Thu Jul  4 23:20:33 2013, (40957050000 clock):	1714000 evaluated; 0 wrong controls; 523462 violate mass constrain.
Thu Jul  4 23:21:00 2013, (40983690000 clock):	1715000 evaluated; 0 wrong controls; 523671 violate mass constrain.
Thu Jul  4 23:21:31 2013, (41013540000 clock):	1716000 evaluated; 0 wrong controls; 523800 violate mass constrain.
Thu Jul  4 23:22:00 2013, (41042810000 clock):	1717000 evaluated; 0 wrong controls; 523918 violate mass constrain.
Thu Jul  4 23:22:33 2013, (41074540000 clock):	1718000 evaluated; 0 wrong controls; 524013 violate mass constrain.
Thu Jul  4 23:23:02 2013, (41102960000 clock):	1719000 evaluated; 0 wrong controls; 524116 violate mass constrain.
Thu Jul  4 23:23:32 2013, (41132680000 clock):	1720000 evaluated; 0 wrong controls; 524207 violate mass constrain.
Thu Jul  4 23:24:03 2013, (41162800000 clock):	1721000 evaluated; 0 wrong controls; 524288 violate mass constrain.
Thu Jul  4 23:24:34 2013, (41192860000 clock):	1722000 evaluated; 0 wrong controls; 524532 violate mass constrain.
Thu Jul  4 23:24:44 2013, (41202680000 clock):	1723000 evaluated; 0 wrong controls; 525532 violate mass constrain.
Thu Jul  4 23:25:04 2013, (41221970000 clock):	1724000 evaluated; 0 wrong controls; 526149 violate mass constrain.
Thu Jul  4 23:25:30 2013, (41248010000 clock):	1725000 evaluated; 0 wrong controls; 526361 violate mass constrain.
Thu Jul  4 23:26:02 2013, (41279580000 clock):	1726000 evaluated; 0 wrong controls; 526519 violate mass constrain.
Thu Jul  4 23:26:36 2013, (41312140000 clock):	1727000 evaluated; 0 wrong controls; 526652 violate mass constrain.
Thu Jul  4 23:27:04 2013, (41340020000 clock):	1728000 evaluated; 0 wrong controls; 526781 violate mass constrain.
Thu Jul  4 23:27:35 2013, (41369920000 clock):	1729000 evaluated; 0 wrong controls; 526897 violate mass constrain.
Thu Jul  4 23:28:05 2013, (41400050000 clock):	1730000 evaluated; 0 wrong controls; 526987 violate mass constrain.
Thu Jul  4 23:28:36 2013, (41430400000 clock):	1731000 evaluated; 0 wrong controls; 527068 violate mass constrain.
Thu Jul  4 23:29:08 2013, (41461330000 clock):	1732000 evaluated; 0 wrong controls; 527240 violate mass constrain.
Thu Jul  4 23:29:19 2013, (41471680000 clock):	1733000 evaluated; 0 wrong controls; 528237 violate mass constrain.
Thu Jul  4 23:29:38 2013, (41490540000 clock):	1734000 evaluated; 0 wrong controls; 528753 violate mass constrain.
Thu Jul  4 23:30:05 2013, (41516110000 clock):	1735000 evaluated; 0 wrong controls; 528963 violate mass constrain.
Thu Jul  4 23:30:32 2013, (41543270000 clock):	1736000 evaluated; 0 wrong controls; 529110 violate mass constrain.
Thu Jul  4 23:31:04 2013, (41573920000 clock):	1737000 evaluated; 0 wrong controls; 529249 violate mass constrain.
Thu Jul  4 23:31:33 2013, (41603190000 clock):	1738000 evaluated; 0 wrong controls; 529368 violate mass constrain.
Thu Jul  4 23:32:05 2013, (41633850000 clock):	1739000 evaluated; 0 wrong controls; 529461 violate mass constrain.
Thu Jul  4 23:32:35 2013, (41663350000 clock):	1740000 evaluated; 0 wrong controls; 529564 violate mass constrain.
Thu Jul  4 23:33:03 2013, (41691040000 clock):	1741000 evaluated; 0 wrong controls; 529650 violate mass constrain.
Thu Jul  4 23:33:33 2013, (41720360000 clock):	1742000 evaluated; 0 wrong controls; 529749 violate mass constrain.
Thu Jul  4 23:33:44 2013, (41731320000 clock):	1743000 evaluated; 0 wrong controls; 530733 violate mass constrain.
Thu Jul  4 23:34:02 2013, (41748080000 clock):	1744000 evaluated; 0 wrong controls; 531411 violate mass constrain.
Thu Jul  4 23:34:28 2013, (41774320000 clock):	1745000 evaluated; 0 wrong controls; 531649 violate mass constrain.
Thu Jul  4 23:34:56 2013, (41801340000 clock):	1746000 evaluated; 0 wrong controls; 531886 violate mass constrain.
Thu Jul  4 23:35:27 2013, (41831660000 clock):	1747000 evaluated; 0 wrong controls; 532062 violate mass constrain.
Thu Jul  4 23:35:59 2013, (41863090000 clock):	1748000 evaluated; 0 wrong controls; 532177 violate mass constrain.
Thu Jul  4 23:36:28 2013, (41891630000 clock):	1749000 evaluated; 0 wrong controls; 532278 violate mass constrain.
Thu Jul  4 23:36:57 2013, (41920360000 clock):	1750000 evaluated; 0 wrong controls; 532362 violate mass constrain.
Thu Jul  4 23:37:27 2013, (41949640000 clock):	1751000 evaluated; 0 wrong controls; 532446 violate mass constrain.
Thu Jul  4 23:37:59 2013, (41980800000 clock):	1752000 evaluated; 0 wrong controls; 532530 violate mass constrain.
Thu Jul  4 23:38:11 2013, (41992360000 clock):	1753000 evaluated; 0 wrong controls; 533418 violate mass constrain.
Thu Jul  4 23:38:25 2013, (42005330000 clock):	1754000 evaluated; 0 wrong controls; 534271 violate mass constrain.
Thu Jul  4 23:38:54 2013, (42034230000 clock):	1755000 evaluated; 0 wrong controls; 534526 violate mass constrain.
Thu Jul  4 23:39:24 2013, (42063790000 clock):	1756000 evaluated; 0 wrong controls; 534695 violate mass constrain.
Thu Jul  4 23:39:55 2013, (42094520000 clock):	1757000 evaluated; 0 wrong controls; 534843 violate mass constrain.
Thu Jul  4 23:40:24 2013, (42122480000 clock):	1758000 evaluated; 0 wrong controls; 534962 violate mass constrain.
Thu Jul  4 23:40:56 2013, (42153670000 clock):	1759000 evaluated; 0 wrong controls; 535061 violate mass constrain.
Thu Jul  4 23:41:27 2013, (42183970000 clock):	1760000 evaluated; 0 wrong controls; 535158 violate mass constrain.
Thu Jul  4 23:42:00 2013, (42216700000 clock):	1761000 evaluated; 0 wrong controls; 535254 violate mass constrain.
Thu Jul  4 23:42:31 2013, (42247200000 clock):	1762000 evaluated; 0 wrong controls; 535347 violate mass constrain.
Thu Jul  4 23:42:49 2013, (42264160000 clock):	1763000 evaluated; 0 wrong controls; 536147 violate mass constrain.
Thu Jul  4 23:43:11 2013, (42285850000 clock):	1764000 evaluated; 0 wrong controls; 536746 violate mass constrain.
Thu Jul  4 23:43:43 2013, (42317120000 clock):	1765000 evaluated; 0 wrong controls; 536879 violate mass constrain.
Thu Jul  4 23:44:13 2013, (42347060000 clock):	1766000 evaluated; 0 wrong controls; 536968 violate mass constrain.
Thu Jul  4 23:44:45 2013, (42377940000 clock):	1767000 evaluated; 0 wrong controls; 537066 violate mass constrain.
Thu Jul  4 23:45:13 2013, (42405910000 clock):	1768000 evaluated; 0 wrong controls; 537145 violate mass constrain.
Thu Jul  4 23:45:43 2013, (42434940000 clock):	1769000 evaluated; 0 wrong controls; 537210 violate mass constrain.
Thu Jul  4 23:46:14 2013, (42465310000 clock):	1770000 evaluated; 0 wrong controls; 537276 violate mass constrain.
Thu Jul  4 23:46:43 2013, (42493300000 clock):	1771000 evaluated; 0 wrong controls; 537366 violate mass constrain.
Thu Jul  4 23:47:15 2013, (42524730000 clock):	1772000 evaluated; 0 wrong controls; 537439 violate mass constrain.
Thu Jul  4 23:47:33 2013, (42542040000 clock):	1773000 evaluated; 0 wrong controls; 538146 violate mass constrain.
Thu Jul  4 23:47:45 2013, (42553400000 clock):	1774000 evaluated; 0 wrong controls; 539117 violate mass constrain.
Thu Jul  4 23:48:12 2013, (42579810000 clock):	1775000 evaluated; 0 wrong controls; 539457 violate mass constrain.
Thu Jul  4 23:48:43 2013, (42609970000 clock):	1776000 evaluated; 0 wrong controls; 539632 violate mass constrain.
Thu Jul  4 23:49:15 2013, (42641530000 clock):	1777000 evaluated; 0 wrong controls; 539747 violate mass constrain.
Thu Jul  4 23:49:48 2013, (42674040000 clock):	1778000 evaluated; 0 wrong controls; 539838 violate mass constrain.
Thu Jul  4 23:50:18 2013, (42703190000 clock):	1779000 evaluated; 0 wrong controls; 539928 violate mass constrain.
Thu Jul  4 23:50:46 2013, (42730820000 clock):	1780000 evaluated; 0 wrong controls; 540000 violate mass constrain.
Thu Jul  4 23:51:16 2013, (42760030000 clock):	1781000 evaluated; 0 wrong controls; 540083 violate mass constrain.
Thu Jul  4 23:51:48 2013, (42792210000 clock):	1782000 evaluated; 0 wrong controls; 540158 violate mass constrain.
Thu Jul  4 23:52:08 2013, (42811060000 clock):	1783000 evaluated; 0 wrong controls; 540781 violate mass constrain.
Thu Jul  4 23:52:21 2013, (42823560000 clock):	1784000 evaluated; 0 wrong controls; 541765 violate mass constrain.
