Thu Jul  4 11:44:17 2013, (0 clock):	Start log file
Thu Jul  4 11:44:17 2013, (0 clock):	Parameters loaded.
Thu Jul  4 11:44:17 2013, (0 clock):	controls:
  fixedElevationChange: 2
  bounds:
    - 200
    - 0
objective:
  types:
    - TEE
    - SH
  drainedAreaThreshold: 4
state:
  cell:
    area: 1
    length: 1000
    width: 1000
  dimensions:
    - 51
    - 51
  initial:
    filename: demRect.data
    sourceType: PYRAMID
constrain:
  massConstrainEnabled: true
  massVariationTolerance: 0.01
hydrologicalParameters:
  rainfallExcess: 10
  runoffCoeff: 1
interpolator:
  parameters:
    - 3
    - 15
    - 2
  type: IDW
Thu Jul  4 11:44:17 2013, (20000 clock):	Base DEM: TEE = 9.78317e+06, SH = 0, 
Thu Jul  4 11:44:28 2013, (9650000 clock):	1000 evaluated; 0 wrong controls; 1000 violate mass constrain.
Thu Jul  4 14:38:11 2013, (10242100000 clock):	464000 evaluated; 0 wrong controls; 178257 violate mass constrain.
Thu Jul  4 14:38:39 2013, (10269810000 clock):	465000 evaluated; 0 wrong controls; 178387 violate mass constrain.
Thu Jul  4 14:39:07 2013, (10296950000 clock):	466000 evaluated; 0 wrong controls; 178527 violate mass constrain.
Thu Jul  4 14:39:35 2013, (10324790000 clock):	467000 evaluated; 0 wrong controls; 178655 violate mass constrain.
Thu Jul  4 14:40:04 2013, (10353090000 clock):	468000 evaluated; 0 wrong controls; 178747 violate mass constrain.
Thu Jul  4 14:40:32 2013, (10380820000 clock):	469000 evaluated; 0 wrong controls; 178861 violate mass constrain.
Thu Jul  4 14:40:52 2013, (10400520000 clock):	470000 evaluated; 0 wrong controls; 179372 violate mass constrain.
Thu Jul  4 14:41:02 2013, (10409350000 clock):	471000 evaluated; 0 wrong controls; 180368 violate mass constrain.
Thu Jul  4 14:41:23 2013, (10430130000 clock):	472000 evaluated; 0 wrong controls; 180823 violate mass constrain.
Thu Jul  4 14:41:49 2013, (10455660000 clock):	473000 evaluated; 0 wrong controls; 181037 violate mass constrain.
Thu Jul  4 14:42:17 2013, (10483180000 clock):	474000 evaluated; 0 wrong controls; 181192 violate mass constrain.
Thu Jul  4 14:42:45 2013, (10511100000 clock):	475000 evaluated; 0 wrong controls; 181333 violate mass constrain.
Thu Jul  4 14:43:13 2013, (10538970000 clock):	476000 evaluated; 0 wrong controls; 181456 violate mass constrain.
Thu Jul  4 14:43:42 2013, (10567320000 clock):	477000 evaluated; 0 wrong controls; 181567 violate mass constrain.
Thu Jul  4 14:44:11 2013, (10595330000 clock):	478000 evaluated; 0 wrong controls; 181679 violate mass constrain.
Thu Jul  4 14:44:39 2013, (10623330000 clock):	479000 evaluated; 0 wrong controls; 181792 violate mass constrain.
Thu Jul  4 14:45:01 2013, (10645210000 clock):	480000 evaluated; 0 wrong controls; 182209 violate mass constrain.
Thu Jul  4 14:45:11 2013, (10654320000 clock):	481000 evaluated; 0 wrong controls; 183209 violate mass constrain.
Thu Jul  4 14:45:29 2013, (10671240000 clock):	482000 evaluated; 0 wrong controls; 183838 violate mass constrain.
Thu Jul  4 14:45:54 2013, (10696200000 clock):	483000 evaluated; 0 wrong controls; 184085 violate mass constrain.
Thu Jul  4 14:46:21 2013, (10722340000 clock):	484000 evaluated; 0 wrong controls; 184288 violate mass constrain.
Thu Jul  4 14:46:49 2013, (10750290000 clock):	485000 evaluated; 0 wrong controls; 184466 violate mass constrain.
Thu Jul  4 14:47:18 2013, (10778810000 clock):	486000 evaluated; 0 wrong controls; 184586 violate mass constrain.
Thu Jul  4 14:47:47 2013, (10806840000 clock):	487000 evaluated; 0 wrong controls; 184701 violate mass constrain.
Thu Jul  4 14:48:15 2013, (10835100000 clock):	488000 evaluated; 0 wrong controls; 184805 violate mass constrain.
Thu Jul  4 14:48:44 2013, (10863500000 clock):	489000 evaluated; 0 wrong controls; 184911 violate mass constrain.
Thu Jul  4 14:49:08 2013, (10886950000 clock):	490000 evaluated; 0 wrong controls; 185234 violate mass constrain.
Thu Jul  4 14:49:17 2013, (10895810000 clock):	491000 evaluated; 0 wrong controls; 186233 violate mass constrain.
Thu Jul  4 14:49:38 2013, (10915580000 clock):	492000 evaluated; 0 wrong controls; 186713 violate mass constrain.
Thu Jul  4 14:50:04 2013, (10941920000 clock):	493000 evaluated; 0 wrong controls; 186891 violate mass constrain.
Thu Jul  4 14:50:34 2013, (10970870000 clock):	494000 evaluated; 0 wrong controls; 187010 violate mass constrain.
Thu Jul  4 14:51:02 2013, (10998620000 clock):	495000 evaluated; 0 wrong controls; 187125 violate mass constrain.
Thu Jul  4 14:51:31 2013, (11027030000 clock):	496000 evaluated; 0 wrong controls; 187224 violate mass constrain.
Thu Jul  4 14:52:00 2013, (11055840000 clock):	497000 evaluated; 0 wrong controls; 187332 violate mass constrain.
Thu Jul  4 14:52:29 2013, (11084030000 clock):	498000 evaluated; 0 wrong controls; 187439 violate mass constrain.
Thu Jul  4 14:52:58 2013, (11113110000 clock):	499000 evaluated; 0 wrong controls; 187537 violate mass constrain.
Thu Jul  4 14:53:24 2013, (11138720000 clock):	500000 evaluated; 0 wrong controls; 187780 violate mass constrain.
Thu Jul  4 14:53:34 2013, (11147500000 clock):	501000 evaluated; 0 wrong controls; 188780 violate mass constrain.
Thu Jul  4 14:53:49 2013, (11162640000 clock):	502000 evaluated; 0 wrong controls; 189487 violate mass constrain.
Thu Jul  4 14:54:15 2013, (11188080000 clock):	503000 evaluated; 0 wrong controls; 189722 violate mass constrain.
Thu Jul  4 14:54:43 2013, (11215890000 clock):	504000 evaluated; 0 wrong controls; 189862 violate mass constrain.
Thu Jul  4 14:55:11 2013, (11243290000 clock):	505000 evaluated; 0 wrong controls; 189973 violate mass constrain.
Thu Jul  4 14:55:40 2013, (11271280000 clock):	506000 evaluated; 0 wrong controls; 190078 violate mass constrain.
Thu Jul  4 14:56:09 2013, (11299950000 clock):	507000 evaluated; 0 wrong controls; 190172 violate mass constrain.
Thu Jul  4 14:56:38 2013, (11328380000 clock):	508000 evaluated; 0 wrong controls; 190265 violate mass constrain.
Thu Jul  4 14:57:07 2013, (11356940000 clock):	509000 evaluated; 0 wrong controls; 190358 violate mass constrain.
Thu Jul  4 14:57:34 2013, (11383930000 clock):	510000 evaluated; 0 wrong controls; 190519 violate mass constrain.
Thu Jul  4 14:57:43 2013, (11392830000 clock):	511000 evaluated; 0 wrong controls; 191519 violate mass constrain.
Thu Jul  4 14:58:01 2013, (11409990000 clock):	512000 evaluated; 0 wrong controls; 192141 violate mass constrain.
Thu Jul  4 14:58:29 2013, (11437590000 clock):	513000 evaluated; 0 wrong controls; 192304 violate mass constrain.
Thu Jul  4 14:58:56 2013, (11464450000 clock):	514000 evaluated; 0 wrong controls; 192443 violate mass constrain.
Thu Jul  4 14:59:24 2013, (11491940000 clock):	515000 evaluated; 0 wrong controls; 192580 violate mass constrain.
Thu Jul  4 14:59:53 2013, (11520020000 clock):	516000 evaluated; 0 wrong controls; 192706 violate mass constrain.
Thu Jul  4 15:00:22 2013, (11548280000 clock):	517000 evaluated; 0 wrong controls; 192828 violate mass constrain.
Thu Jul  4 15:00:52 2013, (11578020000 clock):	518000 evaluated; 0 wrong controls; 192920 violate mass constrain.
Thu Jul  4 15:01:21 2013, (11606220000 clock):	519000 evaluated; 0 wrong controls; 193017 violate mass constrain.
Thu Jul  4 15:01:50 2013, (11635150000 clock):	520000 evaluated; 0 wrong controls; 193101 violate mass constrain.
Thu Jul  4 15:02:00 2013, (11644670000 clock):	521000 evaluated; 0 wrong controls; 194064 violate mass constrain.
Thu Jul  4 15:02:13 2013, (11657000000 clock):	522000 evaluated; 0 wrong controls; 194892 violate mass constrain.
Thu Jul  4 15:02:39 2013, (11682400000 clock):	523000 evaluated; 0 wrong controls; 195137 violate mass constrain.
Thu Jul  4 15:03:05 2013, (11708570000 clock):	524000 evaluated; 0 wrong controls; 195363 violate mass constrain.
Thu Jul  4 15:03:34 2013, (11736730000 clock):	525000 evaluated; 0 wrong controls; 195483 violate mass constrain.
Thu Jul  4 15:04:03 2013, (11764920000 clock):	526000 evaluated; 0 wrong controls; 195584 violate mass constrain.
Thu Jul  4 15:04:31 2013, (11792630000 clock):	527000 evaluated; 0 wrong controls; 195696 violate mass constrain.
Thu Jul  4 15:05:00 2013, (11821160000 clock):	528000 evaluated; 0 wrong controls; 195797 violate mass constrain.
Thu Jul  4 15:05:29 2013, (11850270000 clock):	529000 evaluated; 0 wrong controls; 195901 violate mass constrain.
Thu Jul  4 15:05:59 2013, (11879130000 clock):	530000 evaluated; 0 wrong controls; 196000 violate mass constrain.
Thu Jul  4 15:06:11 2013, (11890790000 clock):	531000 evaluated; 0 wrong controls; 196879 violate mass constrain.
Thu Jul  4 15:06:23 2013, (11902940000 clock):	532000 evaluated; 0 wrong controls; 197728 violate mass constrain.
Thu Jul  4 15:06:48 2013, (11927420000 clock):	533000 evaluated; 0 wrong controls; 198011 violate mass constrain.
Thu Jul  4 15:07:16 2013, (11954490000 clock):	534000 evaluated; 0 wrong controls; 198171 violate mass constrain.
Thu Jul  4 15:07:44 2013, (11982000000 clock):	535000 evaluated; 0 wrong controls; 198307 violate mass constrain.
Thu Jul  4 15:08:12 2013, (12010220000 clock):	536000 evaluated; 0 wrong controls; 198434 violate mass constrain.
Thu Jul  4 15:08:41 2013, (12038740000 clock):	537000 evaluated; 0 wrong controls; 198558 violate mass constrain.
Thu Jul  4 15:09:10 2013, (12066340000 clock):	538000 evaluated; 0 wrong controls; 198688 violate mass constrain.
Thu Jul  4 15:09:38 2013, (12094180000 clock):	539000 evaluated; 0 wrong controls; 198829 violate mass constrain.
Thu Jul  4 15:10:08 2013, (12124250000 clock):	540000 evaluated; 0 wrong controls; 198971 violate mass constrain.
Thu Jul  4 15:10:22 2013, (12137650000 clock):	541000 evaluated; 0 wrong controls; 199769 violate mass constrain.
Thu Jul  4 15:10:36 2013, (12150900000 clock):	542000 evaluated; 0 wrong controls; 200557 violate mass constrain.
Thu Jul  4 15:11:02 2013, (12176800000 clock):	543000 evaluated; 0 wrong controls; 200776 violate mass constrain.
Thu Jul  4 15:11:31 2013, (12204340000 clock):	544000 evaluated; 0 wrong controls; 200925 violate mass constrain.
Thu Jul  4 15:11:59 2013, (12232810000 clock):	545000 evaluated; 0 wrong controls; 201056 violate mass constrain.
Thu Jul  4 15:12:27 2013, (12259640000 clock):	546000 evaluated; 0 wrong controls; 201180 violate mass constrain.
Thu Jul  4 15:12:55 2013, (12287580000 clock):	547000 evaluated; 0 wrong controls; 201300 violate mass constrain.
Thu Jul  4 15:13:24 2013, (12315700000 clock):	548000 evaluated; 0 wrong controls; 201404 violate mass constrain.
Thu Jul  4 15:13:53 2013, (12344500000 clock):	549000 evaluated; 0 wrong controls; 201517 violate mass constrain.
Thu Jul  4 15:14:21 2013, (12372010000 clock):	550000 evaluated; 0 wrong controls; 201636 violate mass constrain.
Thu Jul  4 15:14:37 2013, (12387520000 clock):	551000 evaluated; 0 wrong controls; 202357 violate mass constrain.
Thu Jul  4 15:14:48 2013, (12397880000 clock):	552000 evaluated; 0 wrong controls; 203282 violate mass constrain.
Thu Jul  4 15:15:15 2013, (12424540000 clock):	553000 evaluated; 0 wrong controls; 203509 violate mass constrain.
Thu Jul  4 15:15:42 2013, (12451620000 clock):	554000 evaluated; 0 wrong controls; 203674 violate mass constrain.
Thu Jul  4 15:16:10 2013, (12478710000 clock):	555000 evaluated; 0 wrong controls; 203818 violate mass constrain.
Thu Jul  4 15:16:39 2013, (12507030000 clock):	556000 evaluated; 0 wrong controls; 203941 violate mass constrain.
Thu Jul  4 15:17:07 2013, (12534820000 clock):	557000 evaluated; 0 wrong controls; 204072 violate mass constrain.
Thu Jul  4 15:17:35 2013, (12562040000 clock):	558000 evaluated; 0 wrong controls; 204201 violate mass constrain.
Thu Jul  4 15:18:03 2013, (12589460000 clock):	559000 evaluated; 0 wrong controls; 204346 violate mass constrain.
Thu Jul  4 15:18:32 2013, (12618220000 clock):	560000 evaluated; 0 wrong controls; 204478 violate mass constrain.
Thu Jul  4 15:18:49 2013, (12635410000 clock):	561000 evaluated; 0 wrong controls; 205085 violate mass constrain.
Thu Jul  4 15:19:00 2013, (12645960000 clock):	562000 evaluated; 0 wrong controls; 205992 violate mass constrain.
Thu Jul  4 15:19:25 2013, (12669850000 clock):	563000 evaluated; 0 wrong controls; 206311 violate mass constrain.
Thu Jul  4 15:19:51 2013, (12695480000 clock):	564000 evaluated; 0 wrong controls; 206519 violate mass constrain.
Thu Jul  4 15:20:19 2013, (12723400000 clock):	565000 evaluated; 0 wrong controls; 206651 violate mass constrain.
Thu Jul  4 15:20:47 2013, (12750970000 clock):	566000 evaluated; 0 wrong controls; 206782 violate mass constrain.
Thu Jul  4 15:21:16 2013, (12779030000 clock):	567000 evaluated; 0 wrong controls; 206884 violate mass constrain.
Thu Jul  4 15:21:44 2013, (12807000000 clock):	568000 evaluated; 0 wrong controls; 207011 violate mass constrain.
Thu Jul  4 15:22:12 2013, (12834590000 clock):	569000 evaluated; 0 wrong controls; 207127 violate mass constrain.
Thu Jul  4 15:22:41 2013, (12862920000 clock):	570000 evaluated; 0 wrong controls; 207231 violate mass constrain.
Thu Jul  4 15:23:01 2013, (12882250000 clock):	571000 evaluated; 0 wrong controls; 207751 violate mass constrain.
Thu Jul  4 15:23:14 2013, (12895590000 clock):	572000 evaluated; 0 wrong controls; 208544 violate mass constrain.
Thu Jul  4 15:23:42 2013, (12922600000 clock):	573000 evaluated; 0 wrong controls; 208737 violate mass constrain.
Thu Jul  4 15:24:10 2013, (12950170000 clock):	574000 evaluated; 0 wrong controls; 208879 violate mass constrain.
Thu Jul  4 15:24:38 2013, (12978250000 clock):	575000 evaluated; 0 wrong controls; 208984 violate mass constrain.
Thu Jul  4 15:25:07 2013, (13006350000 clock):	576000 evaluated; 0 wrong controls; 209111 violate mass constrain.
Thu Jul  4 15:25:35 2013, (13034480000 clock):	577000 evaluated; 0 wrong controls; 209221 violate mass constrain.
Thu Jul  4 15:26:04 2013, (13062780000 clock):	578000 evaluated; 0 wrong controls; 209331 violate mass constrain.
Thu Jul  4 15:26:33 2013, (13091310000 clock):	579000 evaluated; 0 wrong controls; 209429 violate mass constrain.
Thu Jul  4 15:27:02 2013, (13119590000 clock):	580000 evaluated; 0 wrong controls; 209544 violate mass constrain.
Thu Jul  4 15:27:24 2013, (13141000000 clock):	581000 evaluated; 0 wrong controls; 209976 violate mass constrain.
Thu Jul  4 15:27:33 2013, (13149920000 clock):	582000 evaluated; 0 wrong controls; 210970 violate mass constrain.
Thu Jul  4 15:27:55 2013, (13171430000 clock):	583000 evaluated; 0 wrong controls; 211369 violate mass constrain.
Thu Jul  4 15:28:22 2013, (13197810000 clock):	584000 evaluated; 0 wrong controls; 211576 violate mass constrain.
Thu Jul  4 15:28:50 2013, (13225200000 clock):	585000 evaluated; 0 wrong controls; 211717 violate mass constrain.
Thu Jul  4 15:29:18 2013, (13252960000 clock):	586000 evaluated; 0 wrong controls; 211845 violate mass constrain.
Thu Jul  4 15:29:47 2013, (13281890000 clock):	587000 evaluated; 0 wrong controls; 211953 violate mass constrain.
Thu Jul  4 15:30:17 2013, (13310630000 clock):	588000 evaluated; 0 wrong controls; 212068 violate mass constrain.
Thu Jul  4 15:30:46 2013, (13339090000 clock):	589000 evaluated; 0 wrong controls; 212188 violate mass constrain.
Thu Jul  4 15:31:13 2013, (13366530000 clock):	590000 evaluated; 0 wrong controls; 212315 violate mass constrain.
Thu Jul  4 15:31:36 2013, (13388960000 clock):	591000 evaluated; 0 wrong controls; 212697 violate mass constrain.
Thu Jul  4 15:31:48 2013, (13399830000 clock):	592000 evaluated; 0 wrong controls; 213597 violate mass constrain.
Thu Jul  4 15:32:14 2013, (13425560000 clock):	593000 evaluated; 0 wrong controls; 213778 violate mass constrain.
Thu Jul  4 15:32:42 2013, (13453530000 clock):	594000 evaluated; 0 wrong controls; 213888 violate mass constrain.
Thu Jul  4 15:33:11 2013, (13481900000 clock):	595000 evaluated; 0 wrong controls; 213996 violate mass constrain.
Thu Jul  4 15:33:39 2013, (13509590000 clock):	596000 evaluated; 0 wrong controls; 214102 violate mass constrain.
Thu Jul  4 15:34:07 2013, (13537200000 clock):	597000 evaluated; 0 wrong controls; 214199 violate mass constrain.
Thu Jul  4 15:34:36 2013, (13565750000 clock):	598000 evaluated; 0 wrong controls; 214303 violate mass constrain.
Thu Jul  4 15:35:05 2013, (13593890000 clock):	599000 evaluated; 0 wrong controls; 214408 violate mass constrain.
Thu Jul  4 15:35:34 2013, (13622630000 clock):	600000 evaluated; 0 wrong controls; 214512 violate mass constrain.
Thu Jul  4 15:36:00 2013, (13648020000 clock):	601000 evaluated; 0 wrong controls; 214768 violate mass constrain.
Thu Jul  4 15:36:09 2013, (13656850000 clock):	602000 evaluated; 0 wrong controls; 215768 violate mass constrain.
Thu Jul  4 15:36:24 2013, (13671070000 clock):	603000 evaluated; 0 wrong controls; 216505 violate mass constrain.
Thu Jul  4 15:36:50 2013, (13696820000 clock):	604000 evaluated; 0 wrong controls; 216713 violate mass constrain.
Thu Jul  4 15:37:17 2013, (13723550000 clock):	605000 evaluated; 0 wrong controls; 216859 violate mass constrain.
Thu Jul  4 15:37:46 2013, (13751360000 clock):	606000 evaluated; 0 wrong controls; 216972 violate mass constrain.
Thu Jul  4 15:38:15 2013, (13780150000 clock):	607000 evaluated; 0 wrong controls; 217068 violate mass constrain.
Thu Jul  4 15:38:43 2013, (13807740000 clock):	608000 evaluated; 0 wrong controls; 217175 violate mass constrain.
Thu Jul  4 15:39:11 2013, (13835340000 clock):	609000 evaluated; 0 wrong controls; 217253 violate mass constrain.
Thu Jul  4 15:39:40 2013, (13863950000 clock):	610000 evaluated; 0 wrong controls; 217342 violate mass constrain.
Thu Jul  4 15:40:08 2013, (13891600000 clock):	611000 evaluated; 0 wrong controls; 217483 violate mass constrain.
Thu Jul  4 15:40:17 2013, (13900580000 clock):	612000 evaluated; 0 wrong controls; 218479 violate mass constrain.
Thu Jul  4 15:40:38 2013, (13921030000 clock):	613000 evaluated; 0 wrong controls; 218950 violate mass constrain.
Thu Jul  4 15:41:06 2013, (13948080000 clock):	614000 evaluated; 0 wrong controls; 219101 violate mass constrain.
Thu Jul  4 15:41:35 2013, (13976380000 clock):	615000 evaluated; 0 wrong controls; 219203 violate mass constrain.
Thu Jul  4 15:42:03 2013, (14004820000 clock):	616000 evaluated; 0 wrong controls; 219290 violate mass constrain.
Thu Jul  4 15:42:32 2013, (14033400000 clock):	617000 evaluated; 0 wrong controls; 219381 violate mass constrain.
Thu Jul  4 15:43:02 2013, (14062030000 clock):	618000 evaluated; 0 wrong controls; 219461 violate mass constrain.
Thu Jul  4 15:43:30 2013, (14090220000 clock):	619000 evaluated; 0 wrong controls; 219547 violate mass constrain.
Thu Jul  4 15:43:59 2013, (14118370000 clock):	620000 evaluated; 0 wrong controls; 219632 violate mass constrain.
Thu Jul  4 15:44:28 2013, (14146790000 clock):	621000 evaluated; 0 wrong controls; 219705 violate mass constrain.
Thu Jul  4 15:44:38 2013, (14156280000 clock):	622000 evaluated; 0 wrong controls; 220676 violate mass constrain.
Thu Jul  4 15:44:50 2013, (14168290000 clock):	623000 evaluated; 0 wrong controls; 221540 violate mass constrain.
Thu Jul  4 15:45:16 2013, (14193660000 clock):	624000 evaluated; 0 wrong controls; 221810 violate mass constrain.
Thu Jul  4 15:45:43 2013, (14219840000 clock):	625000 evaluated; 0 wrong controls; 221979 violate mass constrain.
Thu Jul  4 15:46:12 2013, (14248520000 clock):	626000 evaluated; 0 wrong controls; 222094 violate mass constrain.
Thu Jul  4 15:46:41 2013, (14277300000 clock):	627000 evaluated; 0 wrong controls; 222189 violate mass constrain.
Thu Jul  4 15:47:11 2013, (14306890000 clock):	628000 evaluated; 0 wrong controls; 222254 violate mass constrain.
Thu Jul  4 15:47:40 2013, (14335510000 clock):	629000 evaluated; 0 wrong controls; 222350 violate mass constrain.
Thu Jul  4 15:48:09 2013, (14364340000 clock):	630000 evaluated; 0 wrong controls; 222429 violate mass constrain.
Thu Jul  4 15:48:39 2013, (14393150000 clock):	631000 evaluated; 0 wrong controls; 222495 violate mass constrain.
Thu Jul  4 15:48:51 2013, (14404730000 clock):	632000 evaluated; 0 wrong controls; 223379 violate mass constrain.
Thu Jul  4 15:49:06 2013, (14419850000 clock):	633000 evaluated; 0 wrong controls; 224081 violate mass constrain.
Thu Jul  4 15:49:32 2013, (14445530000 clock):	634000 evaluated; 0 wrong controls; 224294 violate mass constrain.
Thu Jul  4 15:50:00 2013, (14472420000 clock):	635000 evaluated; 0 wrong controls; 224450 violate mass constrain.
Thu Jul  4 15:50:29 2013, (14501470000 clock):	636000 evaluated; 0 wrong controls; 224566 violate mass constrain.
Thu Jul  4 15:50:57 2013, (14529320000 clock):	637000 evaluated; 0 wrong controls; 224681 violate mass constrain.
Thu Jul  4 15:51:26 2013, (14557320000 clock):	638000 evaluated; 0 wrong controls; 224786 violate mass constrain.
Thu Jul  4 15:51:54 2013, (14584970000 clock):	639000 evaluated; 0 wrong controls; 224886 violate mass constrain.
Thu Jul  4 15:52:23 2013, (14613110000 clock):	640000 evaluated; 0 wrong controls; 224993 violate mass constrain.
Thu Jul  4 15:52:51 2013, (14640630000 clock):	641000 evaluated; 0 wrong controls; 225111 violate mass constrain.
Thu Jul  4 15:53:04 2013, (14653950000 clock):	642000 evaluated; 0 wrong controls; 225906 violate mass constrain.
Thu Jul  4 15:53:15 2013, (14664060000 clock):	643000 evaluated; 0 wrong controls; 226842 violate mass constrain.
Thu Jul  4 15:53:40 2013, (14688420000 clock):	644000 evaluated; 0 wrong controls; 227135 violate mass constrain.
Thu Jul  4 15:54:07 2013, (14715510000 clock):	645000 evaluated; 0 wrong controls; 227289 violate mass constrain.
Thu Jul  4 15:54:35 2013, (14743120000 clock):	646000 evaluated; 0 wrong controls; 227402 violate mass constrain.
Thu Jul  4 15:55:04 2013, (14771430000 clock):	647000 evaluated; 0 wrong controls; 227508 violate mass constrain.
Thu Jul  4 15:55:34 2013, (14800680000 clock):	648000 evaluated; 0 wrong controls; 227597 violate mass constrain.
Thu Jul  4 15:56:02 2013, (14828870000 clock):	649000 evaluated; 0 wrong controls; 227696 violate mass constrain.
Thu Jul  4 15:56:31 2013, (14857210000 clock):	650000 evaluated; 0 wrong controls; 227786 violate mass constrain.
Thu Jul  4 15:57:00 2013, (14885560000 clock):	651000 evaluated; 0 wrong controls; 227886 violate mass constrain.
Thu Jul  4 15:57:16 2013, (14901350000 clock):	652000 evaluated; 0 wrong controls; 228583 violate mass constrain.
Thu Jul  4 15:57:27 2013, (14911420000 clock):	653000 evaluated; 0 wrong controls; 229518 violate mass constrain.
Thu Jul  4 15:57:52 2013, (14936780000 clock):	654000 evaluated; 0 wrong controls; 229752 violate mass constrain.
Thu Jul  4 15:58:20 2013, (14963590000 clock):	655000 evaluated; 0 wrong controls; 229934 violate mass constrain.
Thu Jul  4 15:58:48 2013, (14990950000 clock):	656000 evaluated; 0 wrong controls; 230068 violate mass constrain.
Thu Jul  4 15:59:18 2013, (15020830000 clock):	657000 evaluated; 0 wrong controls; 230152 violate mass constrain.
Thu Jul  4 15:59:47 2013, (15049220000 clock):	658000 evaluated; 0 wrong controls; 230242 violate mass constrain.
Thu Jul  4 16:00:16 2013, (15078010000 clock):	659000 evaluated; 0 wrong controls; 230305 violate mass constrain.
Thu Jul  4 16:00:46 2013, (15107140000 clock):	660000 evaluated; 0 wrong controls; 230384 violate mass constrain.
Thu Jul  4 16:01:16 2013, (15137180000 clock):	661000 evaluated; 0 wrong controls; 230451 violate mass constrain.
Thu Jul  4 16:01:34 2013, (15154710000 clock):	662000 evaluated; 0 wrong controls; 231068 violate mass constrain.
Thu Jul  4 16:01:44 2013, (15164210000 clock):	663000 evaluated; 0 wrong controls; 232021 violate mass constrain.
Thu Jul  4 16:02:09 2013, (15188290000 clock):	664000 evaluated; 0 wrong controls; 232299 violate mass constrain.
Thu Jul  4 16:02:36 2013, (15215650000 clock):	665000 evaluated; 0 wrong controls; 232442 violate mass constrain.
Thu Jul  4 16:03:04 2013, (15242240000 clock):	666000 evaluated; 0 wrong controls; 232580 violate mass constrain.
Thu Jul  4 16:03:32 2013, (15270400000 clock):	667000 evaluated; 0 wrong controls; 232679 violate mass constrain.
Thu Jul  4 16:04:01 2013, (15298750000 clock):	668000 evaluated; 0 wrong controls; 232788 violate mass constrain.
Thu Jul  4 16:04:29 2013, (15325990000 clock):	669000 evaluated; 0 wrong controls; 232888 violate mass constrain.
Thu Jul  4 16:04:57 2013, (15354140000 clock):	670000 evaluated; 0 wrong controls; 232984 violate mass constrain.
Thu Jul  4 16:05:27 2013, (15383020000 clock):	671000 evaluated; 0 wrong controls; 233070 violate mass constrain.
Thu Jul  4 16:05:46 2013, (15401850000 clock):	672000 evaluated; 0 wrong controls; 233592 violate mass constrain.
Thu Jul  4 16:05:55 2013, (15410700000 clock):	673000 evaluated; 0 wrong controls; 234581 violate mass constrain.
Thu Jul  4 16:06:18 2013, (15433620000 clock):	674000 evaluated; 0 wrong controls; 234920 violate mass constrain.
Thu Jul  4 16:06:46 2013, (15460490000 clock):	675000 evaluated; 0 wrong controls; 235056 violate mass constrain.
Thu Jul  4 16:07:14 2013, (15487950000 clock):	676000 evaluated; 0 wrong controls; 235160 violate mass constrain.
Thu Jul  4 16:07:42 2013, (15515820000 clock):	677000 evaluated; 0 wrong controls; 235282 violate mass constrain.
Thu Jul  4 16:08:10 2013, (15543520000 clock):	678000 evaluated; 0 wrong controls; 235374 violate mass constrain.
Thu Jul  4 16:08:38 2013, (15571330000 clock):	679000 evaluated; 0 wrong controls; 235464 violate mass constrain.
Thu Jul  4 16:09:07 2013, (15599680000 clock):	680000 evaluated; 0 wrong controls; 235548 violate mass constrain.
Thu Jul  4 16:09:36 2013, (15628380000 clock):	681000 evaluated; 0 wrong controls; 235631 violate mass constrain.
Thu Jul  4 16:09:58 2013, (15649210000 clock):	682000 evaluated; 0 wrong controls; 236056 violate mass constrain.
Thu Jul  4 16:10:08 2013, (15658610000 clock):	683000 evaluated; 0 wrong controls; 237028 violate mass constrain.
Thu Jul  4 16:10:32 2013, (15682660000 clock):	684000 evaluated; 0 wrong controls; 237328 violate mass constrain.
Thu Jul  4 16:10:59 2013, (15708970000 clock):	685000 evaluated; 0 wrong controls; 237496 violate mass constrain.
Thu Jul  4 16:11:27 2013, (15737100000 clock):	686000 evaluated; 0 wrong controls; 237618 violate mass constrain.
Thu Jul  4 16:11:56 2013, (15765350000 clock):	687000 evaluated; 0 wrong controls; 237710 violate mass constrain.
Thu Jul  4 16:12:25 2013, (15793490000 clock):	688000 evaluated; 0 wrong controls; 237795 violate mass constrain.
Thu Jul  4 16:12:53 2013, (15820960000 clock):	689000 evaluated; 0 wrong controls; 237893 violate mass constrain.
Thu Jul  4 16:13:21 2013, (15848750000 clock):	690000 evaluated; 0 wrong controls; 237982 violate mass constrain.
Thu Jul  4 16:13:49 2013, (15876520000 clock):	691000 evaluated; 0 wrong controls; 238045 violate mass constrain.
Thu Jul  4 16:14:12 2013, (15899040000 clock):	692000 evaluated; 0 wrong controls; 238394 violate mass constrain.
Thu Jul  4 16:14:21 2013, (15907860000 clock):	693000 evaluated; 0 wrong controls; 239393 violate mass constrain.
Thu Jul  4 16:14:42 2013, (15927980000 clock):	694000 evaluated; 0 wrong controls; 239881 violate mass constrain.
Thu Jul  4 16:15:08 2013, (15953670000 clock):	695000 evaluated; 0 wrong controls; 240110 violate mass constrain.
Thu Jul  4 16:15:35 2013, (15980430000 clock):	696000 evaluated; 0 wrong controls; 240280 violate mass constrain.
