Thu Jul  4 11:44:19 2013, (0 clock):	Start log file
Thu Jul  4 11:44:19 2013, (0 clock):	Parameters loaded.
Thu Jul  4 11:44:19 2013, (0 clock):	controls:
  fixedElevationChange: 2
  bounds:
    - 200
    - 0
objective:
  types:
    - TEE
    - SH
  drainedAreaThreshold: 4
state:
  cell:
    area: 1
    length: 1000
    width: 1000
  dimensions:
    - 51
    - 51
  initial:
    filename: demRect.data
    sourceType: PYRAMID
constrain:
  massConstrainEnabled: true
  massVariationTolerance: 0.01
hydrologicalParameters:
  rainfallExcess: 10
  runoffCoeff: 1
interpolator:
  parameters:
    - 3
    - 15
    - 2
  type: IDW
Thu Jul  4 11:44:19 2013, (10000 clock):	Base DEM: TEE = 9.78317e+06, SH = 0, 
Thu Jul  4 11:44:30 2013, (9600000 clock):	1000 evaluated; 0 wrong controls; 1000 violate mass constrain.
Thu Jul  4 20:36:22 2013, (31256660000 clock):	1522000 evaluated; 0 wrong controls; 751567 violate mass constrain.
Thu Jul  4 20:36:46 2013, (31280130000 clock):	1523000 evaluated; 0 wrong controls; 751935 violate mass constrain.
Thu Jul  4 20:37:09 2013, (31302480000 clock):	1524000 evaluated; 0 wrong controls; 752339 violate mass constrain.
Thu Jul  4 20:37:32 2013, (31324710000 clock):	1525000 evaluated; 0 wrong controls; 752772 violate mass constrain.
Thu Jul  4 20:37:55 2013, (31347400000 clock):	1526000 evaluated; 0 wrong controls; 753161 violate mass constrain.
Thu Jul  4 20:38:19 2013, (31371450000 clock):	1527000 evaluated; 0 wrong controls; 753515 violate mass constrain.
Thu Jul  4 20:38:45 2013, (31396860000 clock):	1528000 evaluated; 0 wrong controls; 753800 violate mass constrain.
Thu Jul  4 20:39:10 2013, (31421400000 clock):	1529000 evaluated; 0 wrong controls; 754122 violate mass constrain.
Thu Jul  4 20:39:34 2013, (31444880000 clock):	1530000 evaluated; 0 wrong controls; 754504 violate mass constrain.
Thu Jul  4 20:39:44 2013, (31453630000 clock):	1531000 evaluated; 0 wrong controls; 755504 violate mass constrain.
Thu Jul  4 20:39:53 2013, (31462880000 clock):	1532000 evaluated; 0 wrong controls; 756484 violate mass constrain.
Thu Jul  4 20:40:15 2013, (31484530000 clock):	1533000 evaluated; 0 wrong controls; 756955 violate mass constrain.
Thu Jul  4 20:40:39 2013, (31507720000 clock):	1534000 evaluated; 0 wrong controls; 757338 violate mass constrain.
Thu Jul  4 20:41:02 2013, (31529600000 clock):	1535000 evaluated; 0 wrong controls; 757758 violate mass constrain.
Thu Jul  4 20:41:24 2013, (31551180000 clock):	1536000 evaluated; 0 wrong controls; 758207 violate mass constrain.
Thu Jul  4 20:41:47 2013, (31573800000 clock):	1537000 evaluated; 0 wrong controls; 758644 violate mass constrain.
Thu Jul  4 20:42:08 2013, (31594730000 clock):	1538000 evaluated; 0 wrong controls; 759095 violate mass constrain.
Thu Jul  4 20:42:28 2013, (31613600000 clock):	1539000 evaluated; 0 wrong controls; 759648 violate mass constrain.
Thu Jul  4 20:42:48 2013, (31633890000 clock):	1540000 evaluated; 0 wrong controls; 760166 violate mass constrain.
Thu Jul  4 20:42:58 2013, (31643240000 clock):	1541000 evaluated; 0 wrong controls; 761156 violate mass constrain.
Thu Jul  4 20:43:09 2013, (31653280000 clock):	1542000 evaluated; 0 wrong controls; 762112 violate mass constrain.
Thu Jul  4 20:43:32 2013, (31676030000 clock):	1543000 evaluated; 0 wrong controls; 762507 violate mass constrain.
Thu Jul  4 20:43:55 2013, (31698390000 clock):	1544000 evaluated; 0 wrong controls; 762885 violate mass constrain.
Thu Jul  4 20:44:19 2013, (31721910000 clock):	1545000 evaluated; 0 wrong controls; 763261 violate mass constrain.
Thu Jul  4 20:44:41 2013, (31743810000 clock):	1546000 evaluated; 0 wrong controls; 763686 violate mass constrain.
Thu Jul  4 20:45:02 2013, (31764010000 clock):	1547000 evaluated; 0 wrong controls; 764185 violate mass constrain.
Thu Jul  4 20:45:23 2013, (31784950000 clock):	1548000 evaluated; 0 wrong controls; 764669 violate mass constrain.
Thu Jul  4 20:45:44 2013, (31805360000 clock):	1549000 evaluated; 0 wrong controls; 765182 violate mass constrain.
Thu Jul  4 20:46:04 2013, (31824720000 clock):	1550000 evaluated; 0 wrong controls; 765727 violate mass constrain.
Thu Jul  4 20:46:15 2013, (31835210000 clock):	1551000 evaluated; 0 wrong controls; 766673 violate mass constrain.
Thu Jul  4 20:46:26 2013, (31845640000 clock):	1552000 evaluated; 0 wrong controls; 767616 violate mass constrain.
Thu Jul  4 20:46:50 2013, (31868610000 clock):	1553000 evaluated; 0 wrong controls; 767995 violate mass constrain.
Thu Jul  4 20:47:13 2013, (31890870000 clock):	1554000 evaluated; 0 wrong controls; 768397 violate mass constrain.
Thu Jul  4 20:47:35 2013, (31912580000 clock):	1555000 evaluated; 0 wrong controls; 768820 violate mass constrain.
Thu Jul  4 20:47:57 2013, (31934390000 clock):	1556000 evaluated; 0 wrong controls; 769271 violate mass constrain.
Thu Jul  4 20:48:20 2013, (31956630000 clock):	1557000 evaluated; 0 wrong controls; 769730 violate mass constrain.
Thu Jul  4 20:48:41 2013, (31977240000 clock):	1558000 evaluated; 0 wrong controls; 770216 violate mass constrain.
Thu Jul  4 20:49:02 2013, (31997640000 clock):	1559000 evaluated; 0 wrong controls; 770715 violate mass constrain.
Thu Jul  4 20:49:24 2013, (32019740000 clock):	1560000 evaluated; 0 wrong controls; 771183 violate mass constrain.
Thu Jul  4 20:49:37 2013, (32031440000 clock):	1561000 evaluated; 0 wrong controls; 772061 violate mass constrain.
Thu Jul  4 20:49:46 2013, (32040640000 clock):	1562000 evaluated; 0 wrong controls; 773056 violate mass constrain.
Thu Jul  4 20:50:07 2013, (32061030000 clock):	1563000 evaluated; 0 wrong controls; 773557 violate mass constrain.
Thu Jul  4 20:50:32 2013, (32085030000 clock):	1564000 evaluated; 0 wrong controls; 773898 violate mass constrain.
Thu Jul  4 20:50:56 2013, (32108250000 clock):	1565000 evaluated; 0 wrong controls; 774285 violate mass constrain.
Thu Jul  4 20:51:19 2013, (32131270000 clock):	1566000 evaluated; 0 wrong controls; 774687 violate mass constrain.
Thu Jul  4 20:51:41 2013, (32153060000 clock):	1567000 evaluated; 0 wrong controls; 775117 violate mass constrain.
Thu Jul  4 20:52:03 2013, (32173670000 clock):	1568000 evaluated; 0 wrong controls; 775612 violate mass constrain.
Thu Jul  4 20:52:23 2013, (32193840000 clock):	1569000 evaluated; 0 wrong controls; 776120 violate mass constrain.
Thu Jul  4 20:52:44 2013, (32213770000 clock):	1570000 evaluated; 0 wrong controls; 776640 violate mass constrain.
Thu Jul  4 20:52:57 2013, (32226120000 clock):	1571000 evaluated; 0 wrong controls; 777490 violate mass constrain.
Thu Jul  4 20:53:06 2013, (32235560000 clock):	1572000 evaluated; 0 wrong controls; 778465 violate mass constrain.
Thu Jul  4 20:53:29 2013, (32258040000 clock):	1573000 evaluated; 0 wrong controls; 778897 violate mass constrain.
Thu Jul  4 20:53:54 2013, (32281660000 clock):	1574000 evaluated; 0 wrong controls; 779264 violate mass constrain.
Thu Jul  4 20:54:18 2013, (32305400000 clock):	1575000 evaluated; 0 wrong controls; 779683 violate mass constrain.
Thu Jul  4 20:54:40 2013, (32327030000 clock):	1576000 evaluated; 0 wrong controls; 780135 violate mass constrain.
Thu Jul  4 20:55:00 2013, (32346780000 clock):	1577000 evaluated; 0 wrong controls; 780658 violate mass constrain.
Thu Jul  4 20:55:21 2013, (32366560000 clock):	1578000 evaluated; 0 wrong controls; 781184 violate mass constrain.
Thu Jul  4 20:55:41 2013, (32385960000 clock):	1579000 evaluated; 0 wrong controls; 781744 violate mass constrain.
Thu Jul  4 20:56:00 2013, (32404600000 clock):	1580000 evaluated; 0 wrong controls; 782323 violate mass constrain.
Thu Jul  4 20:56:14 2013, (32418180000 clock):	1581000 evaluated; 0 wrong controls; 783153 violate mass constrain.
Thu Jul  4 20:56:23 2013, (32427000000 clock):	1582000 evaluated; 0 wrong controls; 784151 violate mass constrain.
Thu Jul  4 20:56:43 2013, (32446020000 clock):	1583000 evaluated; 0 wrong controls; 784718 violate mass constrain.
Thu Jul  4 20:57:06 2013, (32468740000 clock):	1584000 evaluated; 0 wrong controls; 785099 violate mass constrain.
Thu Jul  4 20:57:30 2013, (32492210000 clock):	1585000 evaluated; 0 wrong controls; 785469 violate mass constrain.
Thu Jul  4 20:57:55 2013, (32516570000 clock):	1586000 evaluated; 0 wrong controls; 785804 violate mass constrain.
Thu Jul  4 20:58:17 2013, (32538830000 clock):	1587000 evaluated; 0 wrong controls; 786230 violate mass constrain.
Thu Jul  4 20:58:40 2013, (32560770000 clock):	1588000 evaluated; 0 wrong controls; 786658 violate mass constrain.
Thu Jul  4 20:59:01 2013, (32581630000 clock):	1589000 evaluated; 0 wrong controls; 787168 violate mass constrain.
Thu Jul  4 20:59:23 2013, (32602500000 clock):	1590000 evaluated; 0 wrong controls; 787692 violate mass constrain.
Thu Jul  4 20:59:37 2013, (32616780000 clock):	1591000 evaluated; 0 wrong controls; 788444 violate mass constrain.
Thu Jul  4 20:59:49 2013, (32627370000 clock):	1592000 evaluated; 0 wrong controls; 789441 violate mass constrain.
Thu Jul  4 21:00:08 2013, (32646850000 clock):	1593000 evaluated; 0 wrong controls; 789982 violate mass constrain.
Thu Jul  4 21:00:33 2013, (32670590000 clock):	1594000 evaluated; 0 wrong controls; 790316 violate mass constrain.
Thu Jul  4 21:00:57 2013, (32693930000 clock):	1595000 evaluated; 0 wrong controls; 790686 violate mass constrain.
Thu Jul  4 21:01:20 2013, (32716910000 clock):	1596000 evaluated; 0 wrong controls; 791079 violate mass constrain.
Thu Jul  4 21:01:43 2013, (32738830000 clock):	1597000 evaluated; 0 wrong controls; 791512 violate mass constrain.
Thu Jul  4 21:02:04 2013, (32759930000 clock):	1598000 evaluated; 0 wrong controls; 791997 violate mass constrain.
Thu Jul  4 21:02:25 2013, (32780430000 clock):	1599000 evaluated; 0 wrong controls; 792486 violate mass constrain.
Thu Jul  4 21:02:47 2013, (32801480000 clock):	1600000 evaluated; 0 wrong controls; 792975 violate mass constrain.
Thu Jul  4 21:03:03 2013, (32817020000 clock):	1601000 evaluated; 0 wrong controls; 793678 violate mass constrain.
Thu Jul  4 21:03:12 2013, (32825980000 clock):	1602000 evaluated; 0 wrong controls; 794677 violate mass constrain.
Thu Jul  4 21:03:31 2013, (32844670000 clock):	1603000 evaluated; 0 wrong controls; 795269 violate mass constrain.
Thu Jul  4 21:03:56 2013, (32869060000 clock):	1604000 evaluated; 0 wrong controls; 795621 violate mass constrain.
Thu Jul  4 21:04:20 2013, (32892220000 clock):	1605000 evaluated; 0 wrong controls; 796006 violate mass constrain.
Thu Jul  4 21:04:44 2013, (32915300000 clock):	1606000 evaluated; 0 wrong controls; 796401 violate mass constrain.
Thu Jul  4 21:05:07 2013, (32938550000 clock):	1607000 evaluated; 0 wrong controls; 796799 violate mass constrain.
Thu Jul  4 21:05:29 2013, (32959980000 clock):	1608000 evaluated; 0 wrong controls; 797261 violate mass constrain.
Thu Jul  4 21:05:51 2013, (32981310000 clock):	1609000 evaluated; 0 wrong controls; 797732 violate mass constrain.
Thu Jul  4 21:06:13 2013, (33002350000 clock):	1610000 evaluated; 0 wrong controls; 798229 violate mass constrain.
Thu Jul  4 21:06:31 2013, (33019930000 clock):	1611000 evaluated; 0 wrong controls; 798884 violate mass constrain.
Thu Jul  4 21:06:40 2013, (33028870000 clock):	1612000 evaluated; 0 wrong controls; 799884 violate mass constrain.
Thu Jul  4 21:06:54 2013, (33041860000 clock):	1613000 evaluated; 0 wrong controls; 800700 violate mass constrain.
Thu Jul  4 21:07:18 2013, (33065650000 clock):	1614000 evaluated; 0 wrong controls; 801052 violate mass constrain.
Thu Jul  4 21:07:42 2013, (33089360000 clock):	1615000 evaluated; 0 wrong controls; 801407 violate mass constrain.
Thu Jul  4 21:08:05 2013, (33111530000 clock):	1616000 evaluated; 0 wrong controls; 801817 violate mass constrain.
Thu Jul  4 21:08:27 2013, (33133280000 clock):	1617000 evaluated; 0 wrong controls; 802249 violate mass constrain.
Thu Jul  4 21:08:50 2013, (33156020000 clock):	1618000 evaluated; 0 wrong controls; 802664 violate mass constrain.
Thu Jul  4 21:09:11 2013, (33176690000 clock):	1619000 evaluated; 0 wrong controls; 803149 violate mass constrain.
Thu Jul  4 21:09:32 2013, (33197220000 clock):	1620000 evaluated; 0 wrong controls; 803645 violate mass constrain.
Thu Jul  4 21:09:51 2013, (33214970000 clock):	1621000 evaluated; 0 wrong controls; 804259 violate mass constrain.
Thu Jul  4 21:10:00 2013, (33224000000 clock):	1622000 evaluated; 0 wrong controls; 805259 violate mass constrain.
Thu Jul  4 21:10:15 2013, (33238640000 clock):	1623000 evaluated; 0 wrong controls; 806019 violate mass constrain.
Thu Jul  4 21:10:40 2013, (33263000000 clock):	1624000 evaluated; 0 wrong controls; 806339 violate mass constrain.
Thu Jul  4 21:11:06 2013, (33287910000 clock):	1625000 evaluated; 0 wrong controls; 806653 violate mass constrain.
Thu Jul  4 21:11:30 2013, (33311540000 clock):	1626000 evaluated; 0 wrong controls; 807057 violate mass constrain.
Thu Jul  4 21:11:51 2013, (33332630000 clock):	1627000 evaluated; 0 wrong controls; 807518 violate mass constrain.
Thu Jul  4 21:12:13 2013, (33353380000 clock):	1628000 evaluated; 0 wrong controls; 807991 violate mass constrain.
Thu Jul  4 21:12:34 2013, (33374270000 clock):	1629000 evaluated; 0 wrong controls; 808476 violate mass constrain.
Thu Jul  4 21:12:55 2013, (33394300000 clock):	1630000 evaluated; 0 wrong controls; 809005 violate mass constrain.
Thu Jul  4 21:13:14 2013, (33412900000 clock):	1631000 evaluated; 0 wrong controls; 809586 violate mass constrain.
Thu Jul  4 21:13:23 2013, (33421720000 clock):	1632000 evaluated; 0 wrong controls; 810586 violate mass constrain.
Thu Jul  4 21:13:42 2013, (33439940000 clock):	1633000 evaluated; 0 wrong controls; 811196 violate mass constrain.
Thu Jul  4 21:14:08 2013, (33465920000 clock):	1634000 evaluated; 0 wrong controls; 811552 violate mass constrain.
Thu Jul  4 21:14:33 2013, (33489930000 clock):	1635000 evaluated; 0 wrong controls; 811918 violate mass constrain.
Thu Jul  4 21:14:59 2013, (33515370000 clock):	1636000 evaluated; 0 wrong controls; 812230 violate mass constrain.
Thu Jul  4 21:15:24 2013, (33540480000 clock):	1637000 evaluated; 0 wrong controls; 812516 violate mass constrain.
Thu Jul  4 21:15:50 2013, (33565430000 clock):	1638000 evaluated; 0 wrong controls; 812845 violate mass constrain.
Thu Jul  4 21:16:13 2013, (33587640000 clock):	1639000 evaluated; 0 wrong controls; 813234 violate mass constrain.
Thu Jul  4 21:16:35 2013, (33609300000 clock):	1640000 evaluated; 0 wrong controls; 813689 violate mass constrain.
Thu Jul  4 21:16:55 2013, (33628700000 clock):	1641000 evaluated; 0 wrong controls; 814212 violate mass constrain.
Thu Jul  4 21:17:04 2013, (33637780000 clock):	1642000 evaluated; 0 wrong controls; 815206 violate mass constrain.
Thu Jul  4 21:17:16 2013, (33648600000 clock):	1643000 evaluated; 0 wrong controls; 816116 violate mass constrain.
Thu Jul  4 21:17:38 2013, (33670990000 clock):	1644000 evaluated; 0 wrong controls; 816532 violate mass constrain.
Thu Jul  4 21:18:02 2013, (33693610000 clock):	1645000 evaluated; 0 wrong controls; 816952 violate mass constrain.
Thu Jul  4 21:18:22 2013, (33713930000 clock):	1646000 evaluated; 0 wrong controls; 817458 violate mass constrain.
Thu Jul  4 21:18:42 2013, (33733160000 clock):	1647000 evaluated; 0 wrong controls; 818013 violate mass constrain.
Thu Jul  4 21:19:02 2013, (33752510000 clock):	1648000 evaluated; 0 wrong controls; 818555 violate mass constrain.
Thu Jul  4 21:19:21 2013, (33770840000 clock):	1649000 evaluated; 0 wrong controls; 819148 violate mass constrain.
Thu Jul  4 21:19:40 2013, (33789440000 clock):	1650000 evaluated; 0 wrong controls; 819724 violate mass constrain.
Thu Jul  4 21:20:00 2013, (33809320000 clock):	1651000 evaluated; 0 wrong controls; 820267 violate mass constrain.
Thu Jul  4 21:20:11 2013, (33819490000 clock):	1652000 evaluated; 0 wrong controls; 821215 violate mass constrain.
Thu Jul  4 21:20:22 2013, (33829790000 clock):	1653000 evaluated; 0 wrong controls; 822152 violate mass constrain.
Thu Jul  4 21:20:47 2013, (33854160000 clock):	1654000 evaluated; 0 wrong controls; 822495 violate mass constrain.
Thu Jul  4 21:21:13 2013, (33879820000 clock):	1655000 evaluated; 0 wrong controls; 822839 violate mass constrain.
Thu Jul  4 21:21:38 2013, (33904870000 clock):	1656000 evaluated; 0 wrong controls; 823123 violate mass constrain.
Thu Jul  4 21:22:02 2013, (33928290000 clock):	1657000 evaluated; 0 wrong controls; 823471 violate mass constrain.
Thu Jul  4 21:22:26 2013, (33951640000 clock):	1658000 evaluated; 0 wrong controls; 823861 violate mass constrain.
Thu Jul  4 21:22:50 2013, (33974360000 clock):	1659000 evaluated; 0 wrong controls; 824267 violate mass constrain.
Thu Jul  4 21:23:12 2013, (33996030000 clock):	1660000 evaluated; 0 wrong controls; 824701 violate mass constrain.
Thu Jul  4 21:23:33 2013, (34016980000 clock):	1661000 evaluated; 0 wrong controls; 825155 violate mass constrain.
Thu Jul  4 21:23:45 2013, (34028330000 clock):	1662000 evaluated; 0 wrong controls; 826046 violate mass constrain.
Thu Jul  4 21:24:03 2013, (34045810000 clock):	1663000 evaluated; 0 wrong controls; 826712 violate mass constrain.
Thu Jul  4 21:24:27 2013, (34069650000 clock):	1664000 evaluated; 0 wrong controls; 827079 violate mass constrain.
Thu Jul  4 21:24:51 2013, (34093230000 clock):	1665000 evaluated; 0 wrong controls; 827446 violate mass constrain.
Thu Jul  4 21:25:13 2013, (34114140000 clock):	1666000 evaluated; 0 wrong controls; 827916 violate mass constrain.
Thu Jul  4 21:25:35 2013, (34136240000 clock):	1667000 evaluated; 0 wrong controls; 828380 violate mass constrain.
Thu Jul  4 21:25:57 2013, (34157260000 clock):	1668000 evaluated; 0 wrong controls; 828846 violate mass constrain.
Thu Jul  4 21:26:18 2013, (34177790000 clock):	1669000 evaluated; 0 wrong controls; 829347 violate mass constrain.
Thu Jul  4 21:26:40 2013, (34198850000 clock):	1670000 evaluated; 0 wrong controls; 829852 violate mass constrain.
Thu Jul  4 21:27:01 2013, (34219220000 clock):	1671000 evaluated; 0 wrong controls; 830355 violate mass constrain.
Thu Jul  4 21:27:14 2013, (34231790000 clock):	1672000 evaluated; 0 wrong controls; 831203 violate mass constrain.
Thu Jul  4 21:27:23 2013, (34240940000 clock):	1673000 evaluated; 0 wrong controls; 832194 violate mass constrain.
Thu Jul  4 21:27:46 2013, (34263500000 clock):	1674000 evaluated; 0 wrong controls; 832610 violate mass constrain.
Thu Jul  4 21:28:11 2013, (34288090000 clock):	1675000 evaluated; 0 wrong controls; 832965 violate mass constrain.
Thu Jul  4 21:28:35 2013, (34311100000 clock):	1676000 evaluated; 0 wrong controls; 833363 violate mass constrain.
Thu Jul  4 21:28:58 2013, (34333160000 clock):	1677000 evaluated; 0 wrong controls; 833787 violate mass constrain.
Thu Jul  4 21:29:20 2013, (34354950000 clock):	1678000 evaluated; 0 wrong controls; 834225 violate mass constrain.
Thu Jul  4 21:29:42 2013, (34376360000 clock):	1679000 evaluated; 0 wrong controls; 834683 violate mass constrain.
Thu Jul  4 21:30:03 2013, (34396580000 clock):	1680000 evaluated; 0 wrong controls; 835183 violate mass constrain.
Thu Jul  4 21:30:24 2013, (34417520000 clock):	1681000 evaluated; 0 wrong controls; 835674 violate mass constrain.
Thu Jul  4 21:30:38 2013, (34431310000 clock):	1682000 evaluated; 0 wrong controls; 836476 violate mass constrain.
Thu Jul  4 21:30:48 2013, (34440200000 clock):	1683000 evaluated; 0 wrong controls; 837476 violate mass constrain.
Thu Jul  4 21:31:06 2013, (34457470000 clock):	1684000 evaluated; 0 wrong controls; 838091 violate mass constrain.
Thu Jul  4 21:31:30 2013, (34481140000 clock):	1685000 evaluated; 0 wrong controls; 838451 violate mass constrain.
Thu Jul  4 21:31:53 2013, (34504090000 clock):	1686000 evaluated; 0 wrong controls; 838855 violate mass constrain.
Thu Jul  4 21:32:17 2013, (34527370000 clock):	1687000 evaluated; 0 wrong controls; 839230 violate mass constrain.
Thu Jul  4 21:32:40 2013, (34550060000 clock):	1688000 evaluated; 0 wrong controls; 839645 violate mass constrain.
Thu Jul  4 21:33:02 2013, (34571180000 clock):	1689000 evaluated; 0 wrong controls; 840095 violate mass constrain.
Thu Jul  4 21:33:23 2013, (34591910000 clock):	1690000 evaluated; 0 wrong controls; 840558 violate mass constrain.
Thu Jul  4 21:33:45 2013, (34613380000 clock):	1691000 evaluated; 0 wrong controls; 841055 violate mass constrain.
Thu Jul  4 21:34:01 2013, (34628250000 clock):	1692000 evaluated; 0 wrong controls; 841792 violate mass constrain.
Thu Jul  4 21:34:10 2013, (34637270000 clock):	1693000 evaluated; 0 wrong controls; 842787 violate mass constrain.
Thu Jul  4 21:34:29 2013, (34655770000 clock):	1694000 evaluated; 0 wrong controls; 843383 violate mass constrain.
Thu Jul  4 21:34:53 2013, (34679160000 clock):	1695000 evaluated; 0 wrong controls; 843750 violate mass constrain.
Thu Jul  4 21:35:17 2013, (34702480000 clock):	1696000 evaluated; 0 wrong controls; 844134 violate mass constrain.
Thu Jul  4 21:35:40 2013, (34724580000 clock):	1697000 evaluated; 0 wrong controls; 844561 violate mass constrain.
Thu Jul  4 21:36:02 2013, (34746760000 clock):	1698000 evaluated; 0 wrong controls; 845009 violate mass constrain.
Thu Jul  4 21:36:24 2013, (34767850000 clock):	1699000 evaluated; 0 wrong controls; 845481 violate mass constrain.
Thu Jul  4 21:36:44 2013, (34787920000 clock):	1700000 evaluated; 0 wrong controls; 846017 violate mass constrain.
Thu Jul  4 21:37:04 2013, (34807320000 clock):	1701000 evaluated; 0 wrong controls; 846558 violate mass constrain.
Thu Jul  4 21:37:20 2013, (34822590000 clock):	1702000 evaluated; 0 wrong controls; 847290 violate mass constrain.
Thu Jul  4 21:37:30 2013, (34831510000 clock):	1703000 evaluated; 0 wrong controls; 848290 violate mass constrain.
Thu Jul  4 21:37:49 2013, (34850900000 clock):	1704000 evaluated; 0 wrong controls; 848840 violate mass constrain.
Thu Jul  4 21:38:14 2013, (34875320000 clock):	1705000 evaluated; 0 wrong controls; 849162 violate mass constrain.
Thu Jul  4 21:38:42 2013, (34902180000 clock):	1706000 evaluated; 0 wrong controls; 849446 violate mass constrain.
Thu Jul  4 21:39:08 2013, (34927660000 clock):	1707000 evaluated; 0 wrong controls; 849717 violate mass constrain.
Thu Jul  4 21:39:34 2013, (34952730000 clock):	1708000 evaluated; 0 wrong controls; 850028 violate mass constrain.
Thu Jul  4 21:39:59 2013, (34977530000 clock):	1709000 evaluated; 0 wrong controls; 850342 violate mass constrain.
Thu Jul  4 21:40:22 2013, (35000390000 clock):	1710000 evaluated; 0 wrong controls; 850712 violate mass constrain.
Thu Jul  4 21:40:46 2013, (35023930000 clock):	1711000 evaluated; 0 wrong controls; 851104 violate mass constrain.
Thu Jul  4 21:41:05 2013, (35042250000 clock):	1712000 evaluated; 0 wrong controls; 851696 violate mass constrain.
Thu Jul  4 21:41:15 2013, (35051110000 clock):	1713000 evaluated; 0 wrong controls; 852696 violate mass constrain.
Thu Jul  4 21:41:32 2013, (35067870000 clock):	1714000 evaluated; 0 wrong controls; 853329 violate mass constrain.
Thu Jul  4 21:41:56 2013, (35091930000 clock):	1715000 evaluated; 0 wrong controls; 853694 violate mass constrain.
Thu Jul  4 21:42:20 2013, (35114840000 clock):	1716000 evaluated; 0 wrong controls; 854071 violate mass constrain.
Thu Jul  4 21:42:42 2013, (35136610000 clock):	1717000 evaluated; 0 wrong controls; 854519 violate mass constrain.
Thu Jul  4 21:43:04 2013, (35158220000 clock):	1718000 evaluated; 0 wrong controls; 854984 violate mass constrain.
Thu Jul  4 21:43:25 2013, (35178280000 clock):	1719000 evaluated; 0 wrong controls; 855503 violate mass constrain.
Thu Jul  4 21:43:45 2013, (35198020000 clock):	1720000 evaluated; 0 wrong controls; 856036 violate mass constrain.
Thu Jul  4 21:44:05 2013, (35216920000 clock):	1721000 evaluated; 0 wrong controls; 856593 violate mass constrain.
Thu Jul  4 21:44:21 2013, (35233040000 clock):	1722000 evaluated; 0 wrong controls; 857278 violate mass constrain.
Thu Jul  4 21:44:31 2013, (35242140000 clock):	1723000 evaluated; 0 wrong controls; 858278 violate mass constrain.
Thu Jul  4 21:44:46 2013, (35256740000 clock):	1724000 evaluated; 0 wrong controls; 859058 violate mass constrain.
Thu Jul  4 21:45:08 2013, (35278860000 clock):	1725000 evaluated; 0 wrong controls; 859456 violate mass constrain.
Thu Jul  4 21:45:32 2013, (35302310000 clock):	1726000 evaluated; 0 wrong controls; 859822 violate mass constrain.
Thu Jul  4 21:45:55 2013, (35324520000 clock):	1727000 evaluated; 0 wrong controls; 860263 violate mass constrain.
Thu Jul  4 21:46:18 2013, (35346710000 clock):	1728000 evaluated; 0 wrong controls; 860690 violate mass constrain.
Thu Jul  4 21:46:40 2013, (35368110000 clock):	1729000 evaluated; 0 wrong controls; 861162 violate mass constrain.
Thu Jul  4 21:47:02 2013, (35389190000 clock):	1730000 evaluated; 0 wrong controls; 861625 violate mass constrain.
Thu Jul  4 21:47:25 2013, (35412430000 clock):	1731000 evaluated; 0 wrong controls; 862054 violate mass constrain.
Thu Jul  4 21:47:47 2013, (35433140000 clock):	1732000 evaluated; 0 wrong controls; 862541 violate mass constrain.
Thu Jul  4 21:47:56 2013, (35442250000 clock):	1733000 evaluated; 0 wrong controls; 863541 violate mass constrain.
Thu Jul  4 21:48:07 2013, (35452520000 clock):	1734000 evaluated; 0 wrong controls; 864472 violate mass constrain.
Thu Jul  4 21:48:31 2013, (35475740000 clock):	1735000 evaluated; 0 wrong controls; 864848 violate mass constrain.
Thu Jul  4 21:48:54 2013, (35498710000 clock):	1736000 evaluated; 0 wrong controls; 865224 violate mass constrain.
Thu Jul  4 21:49:17 2013, (35520770000 clock):	1737000 evaluated; 0 wrong controls; 865628 violate mass constrain.
Thu Jul  4 21:49:39 2013, (35542020000 clock):	1738000 evaluated; 0 wrong controls; 866071 violate mass constrain.
Thu Jul  4 21:50:00 2013, (35562790000 clock):	1739000 evaluated; 0 wrong controls; 866551 violate mass constrain.
Thu Jul  4 21:50:20 2013, (35582550000 clock):	1740000 evaluated; 0 wrong controls; 867071 violate mass constrain.
Thu Jul  4 21:50:40 2013, (35602320000 clock):	1741000 evaluated; 0 wrong controls; 867618 violate mass constrain.
Thu Jul  4 21:51:01 2013, (35622360000 clock):	1742000 evaluated; 0 wrong controls; 868146 violate mass constrain.
Thu Jul  4 21:51:10 2013, (35631220000 clock):	1743000 evaluated; 0 wrong controls; 869146 violate mass constrain.
Thu Jul  4 21:51:26 2013, (35646060000 clock):	1744000 evaluated; 0 wrong controls; 869888 violate mass constrain.
Thu Jul  4 21:51:51 2013, (35670530000 clock):	1745000 evaluated; 0 wrong controls; 870223 violate mass constrain.
Thu Jul  4 21:52:16 2013, (35695190000 clock):	1746000 evaluated; 0 wrong controls; 870559 violate mass constrain.
Thu Jul  4 21:52:40 2013, (35718430000 clock):	1747000 evaluated; 0 wrong controls; 870937 violate mass constrain.
Thu Jul  4 21:53:03 2013, (35740690000 clock):	1748000 evaluated; 0 wrong controls; 871368 violate mass constrain.
Thu Jul  4 21:53:25 2013, (35762410000 clock):	1749000 evaluated; 0 wrong controls; 871828 violate mass constrain.
Thu Jul  4 21:53:47 2013, (35784530000 clock):	1750000 evaluated; 0 wrong controls; 872252 violate mass constrain.
