Thu Jul  4 11:44:19 2013, (0 clock):	Start log file
Thu Jul  4 11:44:19 2013, (0 clock):	Parameters loaded.
Thu Jul  4 11:44:19 2013, (0 clock):	controls:
  fixedElevationChange: 2
  bounds:
    - 200
    - 0
objective:
  types:
    - TEE
    - SH
  drainedAreaThreshold: 4
state:
  cell:
    area: 1
    length: 1000
    width: 1000
  dimensions:
    - 51
    - 51
  initial:
    filename: demRect.data
    sourceType: PYRAMID
constrain:
  massConstrainEnabled: true
  massVariationTolerance: 0.01
hydrologicalParameters:
  rainfallExcess: 10
  runoffCoeff: 1
interpolator:
  parameters:
    - 3
    - 15
    - 2
  type: IDW
Thu Jul  4 11:44:19 2013, (10000 clock):	Base DEM: TEE = 9.78317e+06, SH = 0, 
Thu Jul  4 11:44:30 2013, (9600000 clock):	1000 evaluated; 0 wrong controls; 1000 violate mass constrain.
Thu Jul  4 14:22:14 2013, (9306220000 clock):	413000 evaluated; 0 wrong controls; 168879 violate mass constrain.
Thu Jul  4 14:22:38 2013, (9330480000 clock):	414000 evaluated; 0 wrong controls; 169216 violate mass constrain.
Thu Jul  4 14:23:02 2013, (9354040000 clock):	415000 evaluated; 0 wrong controls; 169553 violate mass constrain.
Thu Jul  4 14:23:27 2013, (9377920000 clock):	416000 evaluated; 0 wrong controls; 169892 violate mass constrain.
Thu Jul  4 14:23:51 2013, (9401970000 clock):	417000 evaluated; 0 wrong controls; 170217 violate mass constrain.
Thu Jul  4 14:24:15 2013, (9425820000 clock):	418000 evaluated; 0 wrong controls; 170556 violate mass constrain.
Thu Jul  4 14:24:39 2013, (9449080000 clock):	419000 evaluated; 0 wrong controls; 170927 violate mass constrain.
Thu Jul  4 14:24:49 2013, (9458620000 clock):	420000 evaluated; 0 wrong controls; 171903 violate mass constrain.
Thu Jul  4 14:25:04 2013, (9473290000 clock):	421000 evaluated; 0 wrong controls; 172628 violate mass constrain.
Thu Jul  4 14:25:29 2013, (9497800000 clock):	422000 evaluated; 0 wrong controls; 172961 violate mass constrain.
Thu Jul  4 14:25:53 2013, (9521150000 clock):	423000 evaluated; 0 wrong controls; 173342 violate mass constrain.
Thu Jul  4 14:26:17 2013, (9544830000 clock):	424000 evaluated; 0 wrong controls; 173696 violate mass constrain.
Thu Jul  4 14:26:40 2013, (9567050000 clock):	425000 evaluated; 0 wrong controls; 174100 violate mass constrain.
Thu Jul  4 14:27:03 2013, (9590300000 clock):	426000 evaluated; 0 wrong controls; 174466 violate mass constrain.
Thu Jul  4 14:27:28 2013, (9614490000 clock):	427000 evaluated; 0 wrong controls; 174788 violate mass constrain.
Thu Jul  4 14:27:53 2013, (9638740000 clock):	428000 evaluated; 0 wrong controls; 175137 violate mass constrain.
Thu Jul  4 14:28:17 2013, (9662420000 clock):	429000 evaluated; 0 wrong controls; 175495 violate mass constrain.
Thu Jul  4 14:28:28 2013, (9673740000 clock):	430000 evaluated; 0 wrong controls; 176392 violate mass constrain.
Thu Jul  4 14:28:51 2013, (9696020000 clock):	431000 evaluated; 0 wrong controls; 176837 violate mass constrain.
Thu Jul  4 14:29:15 2013, (9719950000 clock):	432000 evaluated; 0 wrong controls; 177196 violate mass constrain.
Thu Jul  4 14:29:41 2013, (9745110000 clock):	433000 evaluated; 0 wrong controls; 177502 violate mass constrain.
Thu Jul  4 14:30:06 2013, (9769750000 clock):	434000 evaluated; 0 wrong controls; 177840 violate mass constrain.
Thu Jul  4 14:30:32 2013, (9795090000 clock):	435000 evaluated; 0 wrong controls; 178173 violate mass constrain.
Thu Jul  4 14:30:57 2013, (9819860000 clock):	436000 evaluated; 0 wrong controls; 178489 violate mass constrain.
Thu Jul  4 14:31:23 2013, (9845210000 clock):	437000 evaluated; 0 wrong controls; 178801 violate mass constrain.
Thu Jul  4 14:31:47 2013, (9869330000 clock):	438000 evaluated; 0 wrong controls; 179135 violate mass constrain.
Thu Jul  4 14:32:13 2013, (9894020000 clock):	439000 evaluated; 0 wrong controls; 179477 violate mass constrain.
Thu Jul  4 14:32:25 2013, (9906240000 clock):	440000 evaluated; 0 wrong controls; 180333 violate mass constrain.
Thu Jul  4 14:32:37 2013, (9916820000 clock):	441000 evaluated; 0 wrong controls; 181267 violate mass constrain.
Thu Jul  4 14:33:00 2013, (9940350000 clock):	442000 evaluated; 0 wrong controls; 181629 violate mass constrain.
Thu Jul  4 14:33:25 2013, (9964080000 clock):	443000 evaluated; 0 wrong controls; 181990 violate mass constrain.
Thu Jul  4 14:33:48 2013, (9987420000 clock):	444000 evaluated; 0 wrong controls; 182369 violate mass constrain.
Thu Jul  4 14:34:12 2013, (10010670000 clock):	445000 evaluated; 0 wrong controls; 182745 violate mass constrain.
Thu Jul  4 14:34:36 2013, (10034140000 clock):	446000 evaluated; 0 wrong controls; 183105 violate mass constrain.
Thu Jul  4 14:34:59 2013, (10056450000 clock):	447000 evaluated; 0 wrong controls; 183494 violate mass constrain.
Thu Jul  4 14:35:22 2013, (10079040000 clock):	448000 evaluated; 0 wrong controls; 183878 violate mass constrain.
Thu Jul  4 14:35:44 2013, (10101130000 clock):	449000 evaluated; 0 wrong controls; 184264 violate mass constrain.
Thu Jul  4 14:35:58 2013, (10114100000 clock):	450000 evaluated; 0 wrong controls; 185078 violate mass constrain.
Thu Jul  4 14:36:07 2013, (10123270000 clock):	451000 evaluated; 0 wrong controls; 186064 violate mass constrain.
Thu Jul  4 14:36:29 2013, (10145140000 clock):	452000 evaluated; 0 wrong controls; 186465 violate mass constrain.
Thu Jul  4 14:36:54 2013, (10169460000 clock):	453000 evaluated; 0 wrong controls; 186775 violate mass constrain.
Thu Jul  4 14:37:19 2013, (10193370000 clock):	454000 evaluated; 0 wrong controls; 187111 violate mass constrain.
Thu Jul  4 14:37:44 2013, (10218760000 clock):	455000 evaluated; 0 wrong controls; 187433 violate mass constrain.
Thu Jul  4 14:38:09 2013, (10242420000 clock):	456000 evaluated; 0 wrong controls; 187797 violate mass constrain.
Thu Jul  4 14:38:32 2013, (10265280000 clock):	457000 evaluated; 0 wrong controls; 188176 violate mass constrain.
Thu Jul  4 14:38:55 2013, (10287830000 clock):	458000 evaluated; 0 wrong controls; 188565 violate mass constrain.
Thu Jul  4 14:39:17 2013, (10309080000 clock):	459000 evaluated; 0 wrong controls; 188994 violate mass constrain.
Thu Jul  4 14:39:31 2013, (10323490000 clock):	460000 evaluated; 0 wrong controls; 189755 violate mass constrain.
Thu Jul  4 14:39:41 2013, (10332600000 clock):	461000 evaluated; 0 wrong controls; 190741 violate mass constrain.
Thu Jul  4 14:40:03 2013, (10354670000 clock):	462000 evaluated; 0 wrong controls; 191172 violate mass constrain.
Thu Jul  4 14:40:26 2013, (10376990000 clock):	463000 evaluated; 0 wrong controls; 191567 violate mass constrain.
Thu Jul  4 14:40:48 2013, (10398670000 clock):	464000 evaluated; 0 wrong controls; 192011 violate mass constrain.
Thu Jul  4 14:41:09 2013, (10419530000 clock):	465000 evaluated; 0 wrong controls; 192478 violate mass constrain.
Thu Jul  4 14:41:30 2013, (10439960000 clock):	466000 evaluated; 0 wrong controls; 192933 violate mass constrain.
Thu Jul  4 14:41:50 2013, (10459590000 clock):	467000 evaluated; 0 wrong controls; 193426 violate mass constrain.
Thu Jul  4 14:42:10 2013, (10479340000 clock):	468000 evaluated; 0 wrong controls; 193933 violate mass constrain.
Thu Jul  4 14:42:32 2013, (10500370000 clock):	469000 evaluated; 0 wrong controls; 194411 violate mass constrain.
Thu Jul  4 14:42:48 2013, (10515530000 clock):	470000 evaluated; 0 wrong controls; 195126 violate mass constrain.
Thu Jul  4 14:42:57 2013, (10524380000 clock):	471000 evaluated; 0 wrong controls; 196125 violate mass constrain.
Thu Jul  4 14:43:15 2013, (10541750000 clock):	472000 evaluated; 0 wrong controls; 196754 violate mass constrain.
Thu Jul  4 14:43:38 2013, (10565210000 clock):	473000 evaluated; 0 wrong controls; 197104 violate mass constrain.
Thu Jul  4 14:44:02 2013, (10588750000 clock):	474000 evaluated; 0 wrong controls; 197435 violate mass constrain.
Thu Jul  4 14:44:26 2013, (10612120000 clock):	475000 evaluated; 0 wrong controls; 197815 violate mass constrain.
Thu Jul  4 14:44:48 2013, (10633190000 clock):	476000 evaluated; 0 wrong controls; 198256 violate mass constrain.
Thu Jul  4 14:45:11 2013, (10655940000 clock):	477000 evaluated; 0 wrong controls; 198664 violate mass constrain.
Thu Jul  4 14:45:34 2013, (10678540000 clock):	478000 evaluated; 0 wrong controls; 199060 violate mass constrain.
Thu Jul  4 14:45:57 2013, (10701030000 clock):	479000 evaluated; 0 wrong controls; 199471 violate mass constrain.
Thu Jul  4 14:46:15 2013, (10718830000 clock):	480000 evaluated; 0 wrong controls; 200073 violate mass constrain.
Thu Jul  4 14:46:28 2013, (10731440000 clock):	481000 evaluated; 0 wrong controls; 200916 violate mass constrain.
Thu Jul  4 14:46:52 2013, (10754890000 clock):	482000 evaluated; 0 wrong controls; 201300 violate mass constrain.
Thu Jul  4 14:47:15 2013, (10776800000 clock):	483000 evaluated; 0 wrong controls; 201716 violate mass constrain.
Thu Jul  4 14:47:37 2013, (10798910000 clock):	484000 evaluated; 0 wrong controls; 202149 violate mass constrain.
Thu Jul  4 14:47:58 2013, (10819770000 clock):	485000 evaluated; 0 wrong controls; 202606 violate mass constrain.
Thu Jul  4 14:48:20 2013, (10841170000 clock):	486000 evaluated; 0 wrong controls; 203072 violate mass constrain.
Thu Jul  4 14:48:41 2013, (10861710000 clock):	487000 evaluated; 0 wrong controls; 203556 violate mass constrain.
Thu Jul  4 14:49:02 2013, (10881700000 clock):	488000 evaluated; 0 wrong controls; 204072 violate mass constrain.
Thu Jul  4 14:49:22 2013, (10901310000 clock):	489000 evaluated; 0 wrong controls; 204577 violate mass constrain.
Thu Jul  4 14:49:39 2013, (10918500000 clock):	490000 evaluated; 0 wrong controls; 205215 violate mass constrain.
Thu Jul  4 14:49:48 2013, (10927220000 clock):	491000 evaluated; 0 wrong controls; 206212 violate mass constrain.
Thu Jul  4 14:50:09 2013, (10947360000 clock):	492000 evaluated; 0 wrong controls; 206729 violate mass constrain.
Thu Jul  4 14:50:32 2013, (10969620000 clock):	493000 evaluated; 0 wrong controls; 207141 violate mass constrain.
Thu Jul  4 14:50:54 2013, (10991800000 clock):	494000 evaluated; 0 wrong controls; 207551 violate mass constrain.
Thu Jul  4 14:51:17 2013, (11014490000 clock):	495000 evaluated; 0 wrong controls; 207937 violate mass constrain.
Thu Jul  4 14:51:39 2013, (11036270000 clock):	496000 evaluated; 0 wrong controls; 208366 violate mass constrain.
Thu Jul  4 14:52:02 2013, (11058410000 clock):	497000 evaluated; 0 wrong controls; 208766 violate mass constrain.
Thu Jul  4 14:52:24 2013, (11080180000 clock):	498000 evaluated; 0 wrong controls; 209183 violate mass constrain.
Thu Jul  4 14:52:48 2013, (11103330000 clock):	499000 evaluated; 0 wrong controls; 209574 violate mass constrain.
Thu Jul  4 14:53:08 2013, (11123010000 clock):	500000 evaluated; 0 wrong controls; 210077 violate mass constrain.
Thu Jul  4 14:53:18 2013, (11132340000 clock):	501000 evaluated; 0 wrong controls; 211067 violate mass constrain.
Thu Jul  4 14:53:40 2013, (11153560000 clock):	502000 evaluated; 0 wrong controls; 211505 violate mass constrain.
Thu Jul  4 14:54:04 2013, (11177770000 clock):	503000 evaluated; 0 wrong controls; 211841 violate mass constrain.
Thu Jul  4 14:54:29 2013, (11202500000 clock):	504000 evaluated; 0 wrong controls; 212180 violate mass constrain.
Thu Jul  4 14:54:53 2013, (11225540000 clock):	505000 evaluated; 0 wrong controls; 212555 violate mass constrain.
Thu Jul  4 14:55:17 2013, (11249240000 clock):	506000 evaluated; 0 wrong controls; 212929 violate mass constrain.
Thu Jul  4 14:55:40 2013, (11271730000 clock):	507000 evaluated; 0 wrong controls; 213302 violate mass constrain.
Thu Jul  4 14:56:03 2013, (11294050000 clock):	508000 evaluated; 0 wrong controls; 213692 violate mass constrain.
Thu Jul  4 14:56:25 2013, (11315920000 clock):	509000 evaluated; 0 wrong controls; 214126 violate mass constrain.
Thu Jul  4 14:56:46 2013, (11337000000 clock):	510000 evaluated; 0 wrong controls; 214610 violate mass constrain.
Thu Jul  4 14:56:56 2013, (11345730000 clock):	511000 evaluated; 0 wrong controls; 215610 violate mass constrain.
Thu Jul  4 14:57:09 2013, (11358410000 clock):	512000 evaluated; 0 wrong controls; 216434 violate mass constrain.
Thu Jul  4 14:57:33 2013, (11382740000 clock):	513000 evaluated; 0 wrong controls; 216755 violate mass constrain.
Thu Jul  4 14:58:00 2013, (11408280000 clock):	514000 evaluated; 0 wrong controls; 217063 violate mass constrain.
Thu Jul  4 14:58:24 2013, (11432030000 clock):	515000 evaluated; 0 wrong controls; 217434 violate mass constrain.
Thu Jul  4 14:58:46 2013, (11454050000 clock):	516000 evaluated; 0 wrong controls; 217860 violate mass constrain.
Thu Jul  4 14:59:07 2013, (11474880000 clock):	517000 evaluated; 0 wrong controls; 218323 violate mass constrain.
Thu Jul  4 14:59:28 2013, (11495500000 clock):	518000 evaluated; 0 wrong controls; 218803 violate mass constrain.
Thu Jul  4 14:59:50 2013, (11516610000 clock):	519000 evaluated; 0 wrong controls; 219268 violate mass constrain.
Thu Jul  4 15:00:12 2013, (11537940000 clock):	520000 evaluated; 0 wrong controls; 219716 violate mass constrain.
Thu Jul  4 15:00:21 2013, (11547120000 clock):	521000 evaluated; 0 wrong controls; 220706 violate mass constrain.
Thu Jul  4 15:00:36 2013, (11560870000 clock):	522000 evaluated; 0 wrong controls; 221495 violate mass constrain.
Thu Jul  4 15:01:01 2013, (11586020000 clock):	523000 evaluated; 0 wrong controls; 221838 violate mass constrain.
Thu Jul  4 15:01:27 2013, (11611280000 clock):	524000 evaluated; 0 wrong controls; 222151 violate mass constrain.
Thu Jul  4 15:01:50 2013, (11633820000 clock):	525000 evaluated; 0 wrong controls; 222525 violate mass constrain.
Thu Jul  4 15:02:13 2013, (11656410000 clock):	526000 evaluated; 0 wrong controls; 222907 violate mass constrain.
Thu Jul  4 15:02:36 2013, (11679590000 clock):	527000 evaluated; 0 wrong controls; 223271 violate mass constrain.
Thu Jul  4 15:03:00 2013, (11702620000 clock):	528000 evaluated; 0 wrong controls; 223630 violate mass constrain.
Thu Jul  4 15:03:25 2013, (11727040000 clock):	529000 evaluated; 0 wrong controls; 223955 violate mass constrain.
Thu Jul  4 15:03:49 2013, (11751040000 clock):	530000 evaluated; 0 wrong controls; 224302 violate mass constrain.
Thu Jul  4 15:04:00 2013, (11761660000 clock):	531000 evaluated; 0 wrong controls; 225229 violate mass constrain.
Thu Jul  4 15:04:19 2013, (11779850000 clock):	532000 evaluated; 0 wrong controls; 225822 violate mass constrain.
Thu Jul  4 15:04:43 2013, (11803900000 clock):	533000 evaluated; 0 wrong controls; 226153 violate mass constrain.
Thu Jul  4 15:05:06 2013, (11826590000 clock):	534000 evaluated; 0 wrong controls; 226548 violate mass constrain.
Thu Jul  4 15:05:31 2013, (11850710000 clock):	535000 evaluated; 0 wrong controls; 226933 violate mass constrain.
Thu Jul  4 15:05:53 2013, (11872810000 clock):	536000 evaluated; 0 wrong controls; 227346 violate mass constrain.
Thu Jul  4 15:06:17 2013, (11896040000 clock):	537000 evaluated; 0 wrong controls; 227752 violate mass constrain.
Thu Jul  4 15:06:41 2013, (11919380000 clock):	538000 evaluated; 0 wrong controls; 228133 violate mass constrain.
Thu Jul  4 15:07:04 2013, (11942070000 clock):	539000 evaluated; 0 wrong controls; 228538 violate mass constrain.
Thu Jul  4 15:07:27 2013, (11964340000 clock):	540000 evaluated; 0 wrong controls; 228943 violate mass constrain.
Thu Jul  4 15:07:39 2013, (11976020000 clock):	541000 evaluated; 0 wrong controls; 229815 violate mass constrain.
Thu Jul  4 15:07:52 2013, (11988680000 clock):	542000 evaluated; 0 wrong controls; 230655 violate mass constrain.
Thu Jul  4 15:08:16 2013, (12012470000 clock):	543000 evaluated; 0 wrong controls; 231000 violate mass constrain.
Thu Jul  4 15:08:39 2013, (12035430000 clock):	544000 evaluated; 0 wrong controls; 231389 violate mass constrain.
Thu Jul  4 15:09:01 2013, (12056910000 clock):	545000 evaluated; 0 wrong controls; 231835 violate mass constrain.
Thu Jul  4 15:09:22 2013, (12077740000 clock):	546000 evaluated; 0 wrong controls; 232304 violate mass constrain.
Thu Jul  4 15:09:44 2013, (12099340000 clock):	547000 evaluated; 0 wrong controls; 232779 violate mass constrain.
Thu Jul  4 15:10:04 2013, (12118890000 clock):	548000 evaluated; 0 wrong controls; 233300 violate mass constrain.
Thu Jul  4 15:10:26 2013, (12139830000 clock):	549000 evaluated; 0 wrong controls; 233797 violate mass constrain.
Thu Jul  4 15:10:46 2013, (12160060000 clock):	550000 evaluated; 0 wrong controls; 234299 violate mass constrain.
Thu Jul  4 15:11:00 2013, (12172750000 clock):	551000 evaluated; 0 wrong controls; 235133 violate mass constrain.
Thu Jul  4 15:11:09 2013, (12181700000 clock):	552000 evaluated; 0 wrong controls; 236127 violate mass constrain.
Thu Jul  4 15:11:31 2013, (12203290000 clock):	553000 evaluated; 0 wrong controls; 236578 violate mass constrain.
Thu Jul  4 15:11:55 2013, (12226480000 clock):	554000 evaluated; 0 wrong controls; 236941 violate mass constrain.
Thu Jul  4 15:12:19 2013, (12250300000 clock):	555000 evaluated; 0 wrong controls; 237286 violate mass constrain.
Thu Jul  4 15:12:44 2013, (12274690000 clock):	556000 evaluated; 0 wrong controls; 237639 violate mass constrain.
Thu Jul  4 15:13:08 2013, (12298640000 clock):	557000 evaluated; 0 wrong controls; 237996 violate mass constrain.
Thu Jul  4 15:13:33 2013, (12322700000 clock):	558000 evaluated; 0 wrong controls; 238365 violate mass constrain.
Thu Jul  4 15:13:57 2013, (12346000000 clock):	559000 evaluated; 0 wrong controls; 238741 violate mass constrain.
Thu Jul  4 15:14:21 2013, (12369680000 clock):	560000 evaluated; 0 wrong controls; 239109 violate mass constrain.
Thu Jul  4 15:14:36 2013, (12384520000 clock):	561000 evaluated; 0 wrong controls; 239858 violate mass constrain.
Thu Jul  4 15:14:45 2013, (12393480000 clock):	562000 evaluated; 0 wrong controls; 240849 violate mass constrain.
Thu Jul  4 15:15:07 2013, (12415160000 clock):	563000 evaluated; 0 wrong controls; 241302 violate mass constrain.
Thu Jul  4 15:15:31 2013, (12438490000 clock):	564000 evaluated; 0 wrong controls; 241689 violate mass constrain.
Thu Jul  4 15:15:53 2013, (12460180000 clock):	565000 evaluated; 0 wrong controls; 242106 violate mass constrain.
Thu Jul  4 15:16:15 2013, (12481530000 clock):	566000 evaluated; 0 wrong controls; 242556 violate mass constrain.
Thu Jul  4 15:16:37 2013, (12503450000 clock):	567000 evaluated; 0 wrong controls; 243012 violate mass constrain.
Thu Jul  4 15:16:59 2013, (12524660000 clock):	568000 evaluated; 0 wrong controls; 243462 violate mass constrain.
Thu Jul  4 15:17:20 2013, (12545120000 clock):	569000 evaluated; 0 wrong controls; 243935 violate mass constrain.
Thu Jul  4 15:17:42 2013, (12566560000 clock):	570000 evaluated; 0 wrong controls; 244376 violate mass constrain.
Thu Jul  4 15:17:57 2013, (12581760000 clock):	571000 evaluated; 0 wrong controls; 245083 violate mass constrain.
Thu Jul  4 15:18:07 2013, (12591200000 clock):	572000 evaluated; 0 wrong controls; 246058 violate mass constrain.
Thu Jul  4 15:18:29 2013, (12612750000 clock):	573000 evaluated; 0 wrong controls; 246502 violate mass constrain.
Thu Jul  4 15:18:54 2013, (12637140000 clock):	574000 evaluated; 0 wrong controls; 246837 violate mass constrain.
Thu Jul  4 15:19:18 2013, (12660650000 clock):	575000 evaluated; 0 wrong controls; 247185 violate mass constrain.
Thu Jul  4 15:19:42 2013, (12684850000 clock):	576000 evaluated; 0 wrong controls; 247534 violate mass constrain.
Thu Jul  4 15:20:06 2013, (12707750000 clock):	577000 evaluated; 0 wrong controls; 247921 violate mass constrain.
Thu Jul  4 15:20:28 2013, (12730310000 clock):	578000 evaluated; 0 wrong controls; 248319 violate mass constrain.
Thu Jul  4 15:20:51 2013, (12752240000 clock):	579000 evaluated; 0 wrong controls; 248729 violate mass constrain.
Thu Jul  4 15:21:14 2013, (12774630000 clock):	580000 evaluated; 0 wrong controls; 249142 violate mass constrain.
Thu Jul  4 15:21:30 2013, (12790730000 clock):	581000 evaluated; 0 wrong controls; 249811 violate mass constrain.
Thu Jul  4 15:21:40 2013, (12800010000 clock):	582000 evaluated; 0 wrong controls; 250789 violate mass constrain.
Thu Jul  4 15:22:02 2013, (12821500000 clock):	583000 evaluated; 0 wrong controls; 251229 violate mass constrain.
Thu Jul  4 15:22:24 2013, (12843150000 clock):	584000 evaluated; 0 wrong controls; 251678 violate mass constrain.
Thu Jul  4 15:22:46 2013, (12865080000 clock):	585000 evaluated; 0 wrong controls; 252123 violate mass constrain.
Thu Jul  4 15:23:10 2013, (12888070000 clock):	586000 evaluated; 0 wrong controls; 252530 violate mass constrain.
Thu Jul  4 15:23:33 2013, (12910870000 clock):	587000 evaluated; 0 wrong controls; 252924 violate mass constrain.
Thu Jul  4 15:23:55 2013, (12932860000 clock):	588000 evaluated; 0 wrong controls; 253341 violate mass constrain.
Thu Jul  4 15:24:17 2013, (12954540000 clock):	589000 evaluated; 0 wrong controls; 253756 violate mass constrain.
Thu Jul  4 15:24:40 2013, (12977030000 clock):	590000 evaluated; 0 wrong controls; 254151 violate mass constrain.
Thu Jul  4 15:24:59 2013, (12995270000 clock):	591000 evaluated; 0 wrong controls; 254725 violate mass constrain.
Thu Jul  4 15:25:08 2013, (13004170000 clock):	592000 evaluated; 0 wrong controls; 255714 violate mass constrain.
Thu Jul  4 15:25:32 2013, (13027130000 clock):	593000 evaluated; 0 wrong controls; 256158 violate mass constrain.
Thu Jul  4 15:25:56 2013, (13050310000 clock):	594000 evaluated; 0 wrong controls; 256528 violate mass constrain.
Thu Jul  4 15:26:18 2013, (13072680000 clock):	595000 evaluated; 0 wrong controls; 256947 violate mass constrain.
Thu Jul  4 15:26:40 2013, (13094380000 clock):	596000 evaluated; 0 wrong controls; 257386 violate mass constrain.
Thu Jul  4 15:27:02 2013, (13115250000 clock):	597000 evaluated; 0 wrong controls; 257850 violate mass constrain.
Thu Jul  4 15:27:24 2013, (13137210000 clock):	598000 evaluated; 0 wrong controls; 258295 violate mass constrain.
Thu Jul  4 15:27:45 2013, (13157950000 clock):	599000 evaluated; 0 wrong controls; 258758 violate mass constrain.
Thu Jul  4 15:28:05 2013, (13177690000 clock):	600000 evaluated; 0 wrong controls; 259267 violate mass constrain.
Thu Jul  4 15:28:24 2013, (13196470000 clock):	601000 evaluated; 0 wrong controls; 259836 violate mass constrain.
Thu Jul  4 15:28:34 2013, (13205560000 clock):	602000 evaluated; 0 wrong controls; 260830 violate mass constrain.
Thu Jul  4 15:28:56 2013, (13227450000 clock):	603000 evaluated; 0 wrong controls; 261259 violate mass constrain.
Thu Jul  4 15:29:21 2013, (13251590000 clock):	604000 evaluated; 0 wrong controls; 261602 violate mass constrain.
Thu Jul  4 15:29:44 2013, (13274140000 clock):	605000 evaluated; 0 wrong controls; 262023 violate mass constrain.
Thu Jul  4 15:30:07 2013, (13297380000 clock):	606000 evaluated; 0 wrong controls; 262396 violate mass constrain.
Thu Jul  4 15:30:32 2013, (13321470000 clock):	607000 evaluated; 0 wrong controls; 262773 violate mass constrain.
Thu Jul  4 15:30:54 2013, (13343640000 clock):	608000 evaluated; 0 wrong controls; 263170 violate mass constrain.
Thu Jul  4 15:31:19 2013, (13367830000 clock):	609000 evaluated; 0 wrong controls; 263508 violate mass constrain.
Thu Jul  4 15:31:42 2013, (13390440000 clock):	610000 evaluated; 0 wrong controls; 263904 violate mass constrain.
Thu Jul  4 15:32:04 2013, (13412260000 clock):	611000 evaluated; 0 wrong controls; 264319 violate mass constrain.
Thu Jul  4 15:32:14 2013, (13421090000 clock):	612000 evaluated; 0 wrong controls; 265318 violate mass constrain.
Thu Jul  4 15:32:29 2013, (13435800000 clock):	613000 evaluated; 0 wrong controls; 266046 violate mass constrain.
Thu Jul  4 15:32:52 2013, (13459150000 clock):	614000 evaluated; 0 wrong controls; 266423 violate mass constrain.
Thu Jul  4 15:33:15 2013, (13481580000 clock):	615000 evaluated; 0 wrong controls; 266797 violate mass constrain.
Thu Jul  4 15:33:39 2013, (13505090000 clock):	616000 evaluated; 0 wrong controls; 267140 violate mass constrain.
Thu Jul  4 15:34:02 2013, (13527690000 clock):	617000 evaluated; 0 wrong controls; 267531 violate mass constrain.
Thu Jul  4 15:34:25 2013, (13550500000 clock):	618000 evaluated; 0 wrong controls; 267918 violate mass constrain.
Thu Jul  4 15:34:48 2013, (13572340000 clock):	619000 evaluated; 0 wrong controls; 268319 violate mass constrain.
Thu Jul  4 15:35:12 2013, (13596400000 clock):	620000 evaluated; 0 wrong controls; 268694 violate mass constrain.
Thu Jul  4 15:35:36 2013, (13620290000 clock):	621000 evaluated; 0 wrong controls; 269061 violate mass constrain.
Thu Jul  4 15:35:46 2013, (13629360000 clock):	622000 evaluated; 0 wrong controls; 270057 violate mass constrain.
Thu Jul  4 15:35:56 2013, (13639340000 clock):	623000 evaluated; 0 wrong controls; 271001 violate mass constrain.
Thu Jul  4 15:36:20 2013, (13662670000 clock):	624000 evaluated; 0 wrong controls; 271376 violate mass constrain.
Thu Jul  4 15:36:44 2013, (13686510000 clock):	625000 evaluated; 0 wrong controls; 271686 violate mass constrain.
Thu Jul  4 15:37:10 2013, (13711660000 clock):	626000 evaluated; 0 wrong controls; 271944 violate mass constrain.
Thu Jul  4 15:37:36 2013, (13737390000 clock):	627000 evaluated; 0 wrong controls; 272224 violate mass constrain.
Thu Jul  4 15:38:01 2013, (13762330000 clock):	628000 evaluated; 0 wrong controls; 272550 violate mass constrain.
Thu Jul  4 15:38:26 2013, (13786020000 clock):	629000 evaluated; 0 wrong controls; 272884 violate mass constrain.
Thu Jul  4 15:38:49 2013, (13809380000 clock):	630000 evaluated; 0 wrong controls; 273239 violate mass constrain.
Thu Jul  4 15:39:14 2013, (13833150000 clock):	631000 evaluated; 0 wrong controls; 273581 violate mass constrain.
Thu Jul  4 15:39:25 2013, (13843660000 clock):	632000 evaluated; 0 wrong controls; 274504 violate mass constrain.
Thu Jul  4 15:39:36 2013, (13854230000 clock):	633000 evaluated; 0 wrong controls; 275424 violate mass constrain.
Thu Jul  4 15:39:59 2013, (13877160000 clock):	634000 evaluated; 0 wrong controls; 275806 violate mass constrain.
Thu Jul  4 15:40:23 2013, (13900450000 clock):	635000 evaluated; 0 wrong controls; 276180 violate mass constrain.
Thu Jul  4 15:40:45 2013, (13922890000 clock):	636000 evaluated; 0 wrong controls; 276573 violate mass constrain.
Thu Jul  4 15:41:08 2013, (13945100000 clock):	637000 evaluated; 0 wrong controls; 276966 violate mass constrain.
Thu Jul  4 15:41:32 2013, (13968630000 clock):	638000 evaluated; 0 wrong controls; 277328 violate mass constrain.
Thu Jul  4 15:41:57 2013, (13993020000 clock):	639000 evaluated; 0 wrong controls; 277668 violate mass constrain.
Thu Jul  4 15:42:21 2013, (14016730000 clock):	640000 evaluated; 0 wrong controls; 278026 violate mass constrain.
Thu Jul  4 15:42:44 2013, (14039910000 clock):	641000 evaluated; 0 wrong controls; 278408 violate mass constrain.
Thu Jul  4 15:42:56 2013, (14051600000 clock):	642000 evaluated; 0 wrong controls; 279280 violate mass constrain.
Thu Jul  4 15:43:08 2013, (14062260000 clock):	643000 evaluated; 0 wrong controls; 280208 violate mass constrain.
Thu Jul  4 15:43:31 2013, (14085330000 clock):	644000 evaluated; 0 wrong controls; 280590 violate mass constrain.
Thu Jul  4 15:43:54 2013, (14108080000 clock):	645000 evaluated; 0 wrong controls; 280973 violate mass constrain.
